# Supplementary File 3,Sheet 12: Small RNAs significantly down-regulated 2 fold or greater in mut-16 mutant animals at 20ºC.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00021079,-7.83343303719973,WBGene00021079,WBGene00021079,History: N.A.
WBGene00206376,-7.82685919041068,WBGene00206376,,History: Killed on 2017-09-25. Remark: Removed in a previous release
WBGene00019814,-7.82355681352918,WBGene00019814,WBGene00019814,History: N.A.
WBGene00021075,-7.82282522448304,WBGene00021075,WBGene00021075,History: N.A.
WBGene00013508,-7.81978455224764,WBGene00013508,WBGene00013508,History: N.A.
WBGene00001671,-7.81400790949939,WBGene00001671,WBGene00001671,History: N.A.
WBGene00013499,-7.80883678585237,WBGene00013499,WBGene00013499,History: N.A.
WBGene00012151,-7.80866617263028,WBGene00012151,WBGene00012151,History: N.A.
WBGene00044641,-7.80188190545856,WBGene00044641,WBGene00044641,History: N.A.
WBGene00005061,-7.80133006130464,WBGene00005061,WBGene00005061,History: N.A.
WBGene00017071,-7.79946847917345,WBGene00017071,WBGene00017071,History: N.A.
WBGene00009988,-7.79812591427828,WBGene00009988,WBGene00009988,History: N.A.
WBGene00023351,-7.78460258851866,WBGene00023351,WBGene00023351,History: N.A.
WBGene00045043,-7.78452715187358,WBGene00045043,WBGene00045043,History: N.A.
WBGene00013233,-7.77727867790854,WBGene00013233,WBGene00013233,History: Renamed on 2005-12-13
WBGene00022682,-7.77595142204967,WBGene00022682,WBGene00022682,History: N.A.
WBGene00015576,-7.76898842456456,WBGene00015576,WBGene00015576,"History: Split into C07G3.15(WBGene00269378). History of WBGene00015576: Split into ""WBGene00269378"" on 2016-02-18"
WBGene00009767,-7.76488784675084,WBGene00009767,WBGene00009767,History: N.A.
WBGene00022070,-7.762107423107,WBGene00022070,WBGene00022070,History: N.A.
WBGene00219443,-7.76122049042544,WBGene00219443,WBGene00219443,History: N.A.
WBGene00008890,-7.74915476947802,WBGene00008890,WBGene00008890,History: N.A.
WBGene00006985,-7.74220676137376,WBGene00006985,WBGene00006985,History: N.A.
WBGene00017900,-7.7375676085527,WBGene00017900,WBGene00017900,History: N.A.
WBGene00194956,-7.73660775645631,WBGene00194956,WBGene00219589,"History: Merged into ""WBGene00219589"" on 2017-09-21"
WBGene00018990,-7.73340710711498,WBGene00018990,WBGene00018990,History: N.A.
WBGene00015963,-7.73246548679522,WBGene00015963,WBGene00015963,History: N.A.
WBGene00016030,-7.72843733055926,WBGene00016030,WBGene00016030,History: N.A.
WBGene00194678,-7.72625436027275,WBGene00194678,WBGene00194678,History: N.A.
WBGene00014906,-7.72612565166143,WBGene00014906,WBGene00014906,History: N.A.
WBGene00013565,-7.72172659197841,WBGene00013565,WBGene00013565,History: N.A.
WBGene00201366,-7.72064686130945,WBGene00201366,WBGene00201366,History: N.A.
WBGene00006962,-7.71325926759026,WBGene00006962,WBGene00006962,History: N.A.
WBGene00013162,-7.71076985539983,WBGene00013162,WBGene00013162,History: N.A.
