Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00017302,1.555738979,0.000417781,WBGene00017302,WBGene00017302,History: N.A.
WBGene00017554,1.555484859,0.000322575,WBGene00017554,WBGene00017554,History: N.A.
WBGene00008564,1.551693538,0.000145438,WBGene00008564,WBGene00008564,History: Renamed on 2017-01-05
WBGene00017647,1.550982972,1.33e-06,WBGene00017647,WBGene00017647,History: N.A.
WBGene00021650,1.550480265,8.84e-07,WBGene00021650,WBGene00021650,History: N.A.
WBGene00014857,1.549322372,4.54e-05,WBGene00014857,WBGene00014857,History: N.A.
WBGene00020071,1.545020753,9.03e-06,WBGene00020071,WBGene00020071,History: N.A.
WBGene00001492,1.544008426,0.000465038,WBGene00001492,WBGene00001492,History: Renamed on 2012-02-07
WBGene00195255,1.543855321,5.12e-09,WBGene00195255,WBGene00195255,History: N.A.
WBGene00016462,1.543796868,8.72e-07,WBGene00016462,WBGene00016462,History: N.A.
WBGene00000206,1.543567995,1.67e-06,WBGene00000206,WBGene00000206,History: N.A.
WBGene00020293,1.543174436,2.66e-06,WBGene00020293,WBGene00020293,History: N.A.
WBGene00007248,1.542661239,7.99e-07,WBGene00007248,WBGene00007248,History: N.A.
WBGene00004491,1.541013103,3.8e-07,WBGene00004491,WBGene00004491,History: N.A.
WBGene00001596,1.539067771,2.1e-08,WBGene00001596,WBGene00001596,History: N.A.
WBGene00009677,1.538850575,0.000290945,WBGene00009677,WBGene00009677,History: N.A.
WBGene00002008,1.538527476,9.71e-09,WBGene00002008,WBGene00002008,History: N.A.
WBGene00021007,1.536205501,9.35e-08,WBGene00021007,WBGene00021007,History: N.A.
WBGene00018652,1.531600653,2.23e-06,WBGene00018652,WBGene00018652,History: N.A.
WBGene00020757,1.531166612,1.55e-06,WBGene00020757,WBGene00020757,History: N.A.
WBGene00015917,1.530882888,9.53e-07,WBGene00015917,WBGene00015917,History: N.A.
WBGene00044559,1.530804241,5.14e-09,WBGene00044559,WBGene00044559,History: N.A.
WBGene00010070,1.528751465,1.73e-07,WBGene00010070,WBGene00010070,History: N.A.
WBGene00009489,1.528717532,0.000160565,WBGene00009489,WBGene00009489,History: N.A.
WBGene00017213,1.52795615,8.36e-06,WBGene00017213,WBGene00017213,History: N.A.
WBGene00001330,1.527826888,8.95e-06,WBGene00001330,WBGene00001330,History: N.A.
WBGene00011919,1.523966587,0.000204223,WBGene00011919,WBGene00011919,History: N.A.
WBGene00013956,1.523928909,0.000103968,WBGene00013956,WBGene00013956,History: N.A.
WBGene00017589,1.523199105,5.52e-05,WBGene00017589,WBGene00017589,History: N.A.
WBGene00020990,1.522637674,7.69e-06,WBGene00020990,WBGene00020990,History: N.A.
WBGene00022718,1.522495252,3.43e-07,WBGene00022718,WBGene00022718,History: N.A.
WBGene00010876,1.522295488,3.07e-07,WBGene00010876,WBGene00010876,History: N.A.
WBGene00016843,1.521911545,1.27e-05,WBGene00016843,WBGene00016843,History: N.A.
WBGene00006409,1.521220422,2.39e-07,WBGene00006409,WBGene00006409,History: N.A.
WBGene00009344,1.520209103,4.94e-07,WBGene00009344,WBGene00009344,History: N.A.
WBGene00015057,1.519597051,0.001274716,WBGene00015057,WBGene00015057,History: N.A.
WBGene00022754,1.519401956,5.71e-06,WBGene00022754,WBGene00022754,History: N.A.
WBGene00008590,1.518738737,0.000758952,WBGene00008590,WBGene00008590,History: N.A.
WBGene00007715,1.518322819,7.88e-05,WBGene00007715,WBGene00007715,History: N.A.
WBGene00044475,1.51659879,1.61e-05,WBGene00044475,WBGene00044475,History: N.A.
WBGene00008457,1.51546702,0.000354845,WBGene00008457,WBGene00008457,History: N.A.
WBGene00016010,1.514313057,3.31e-06,WBGene00016010,WBGene00016010,History: N.A.
WBGene00009946,1.513853733,1.74e-05,WBGene00009946,WBGene00009946,History: N.A.
WBGene00017686,1.513195624,5.53e-07,WBGene00017686,WBGene00017686,History: N.A.
WBGene00001245,1.512559092,4.61e-07,WBGene00001245,WBGene00001245,History: N.A.
WBGene00000117,1.511762432,9.42e-06,WBGene00000117,WBGene00000117,History: N.A.
WBGene00008423,1.510815421,8.48e-05,WBGene00008423,WBGene00008423,History: N.A.
WBGene00021110,1.509474318,5.2e-06,WBGene00021110,WBGene00021110,History: N.A.
WBGene00022673,1.508669315,5.67e-07,WBGene00022673,WBGene00022673,History: N.A.
WBGene00012605,1.507133644,2.39e-07,WBGene00012605,WBGene00012605,History: N.A.
WBGene00012728,1.506255747,0.000765828,WBGene00012728,WBGene00012728,History: N.A.
WBGene00020066,1.505768478,8.87e-05,WBGene00020066,WBGene00020066,History: N.A.
WBGene00220259,1.50514123,0.000772846,WBGene00220259,WBGene00220259,History: N.A.
WBGene00017975,1.50446079,3.76e-06,WBGene00017975,WBGene00017975,History: N.A.
WBGene00020531,1.504278594,9.03e-06,WBGene00020531,WBGene00020531,History: N.A.
WBGene00018398,1.504187613,0.000235938,WBGene00018398,WBGene00018398,History: N.A.
WBGene00000268,1.502933307,3.33e-06,WBGene00000268,WBGene00000268,History: N.A.
WBGene00003448,1.5018359,0.000108469,WBGene00003448,WBGene00003448,History: N.A.
WBGene00015360,1.50091257,0.000494496,WBGene00015360,WBGene00015360,History: N.A.
WBGene00008871,1.500161936,0.00012338,WBGene00008871,WBGene00008871,History: N.A.
WBGene00020282,1.499057923,1.45e-05,WBGene00020282,WBGene00020282,History: N.A.
WBGene00015389,1.498597459,0.00061569,WBGene00015389,WBGene00015389,History: N.A.
WBGene00012636,1.497815407,0.0004525,WBGene00012636,WBGene00012636,History: N.A.
WBGene00013158,1.49748396,5.74e-06,WBGene00013158,WBGene00013158,History: N.A.
WBGene00009264,1.496142464,1.14e-05,WBGene00009264,WBGene00009264,History: Renamed on 2023-07-10
WBGene00017799,1.495982656,5.8e-05,WBGene00017799,WBGene00017799,History: N.A.
WBGene00008424,1.494714243,1.33e-05,WBGene00008424,WBGene00008424,History: N.A.
WBGene00021784,1.494312591,9.53e-06,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00011529,1.491553566,1.12e-06,WBGene00011529,WBGene00011529,History: N.A.
WBGene00019490,1.491113378,1.74e-05,WBGene00019490,WBGene00019490,History: N.A.
WBGene00021871,1.490781075,0.000138053,WBGene00021871,WBGene00021871,"History: Split into dib-1(WBGene00235102). History of WBGene00021871: Split into ""WBGene00235102"" on 2012-12-21"
WBGene00017175,1.490493342,1.27e-05,WBGene00017175,WBGene00017175,History: N.A.
WBGene00010333,1.488904731,3.13e-05,WBGene00010333,WBGene00010333,History: N.A.
WBGene00021214,1.488674985,4.89e-05,WBGene00021214,WBGene00021214,History: N.A.
WBGene00004062,1.48805522,1.4e-06,WBGene00004062,WBGene00004062,History: N.A.
WBGene00007503,1.4875836,7.2e-06,WBGene00007503,WBGene00007503,History: N.A.
WBGene00012912,1.487418593,1.02e-05,WBGene00012912,WBGene00012912,History: N.A.
WBGene00022780,1.484204268,5.91e-05,WBGene00022780,WBGene00022780,History: N.A.
WBGene00000100,1.483987299,7.78e-07,WBGene00000100,WBGene00000100,History: N.A.
WBGene00019086,1.483376237,1.97e-06,WBGene00019086,WBGene00019086,History: N.A.
WBGene00013809,1.480791378,0.000536001,WBGene00013809,WBGene00013809,History: N.A.
WBGene00004053,1.478656364,1.86e-06,WBGene00004053,WBGene00004053,History: Renamed on 2014-11-18
WBGene00012937,1.478303733,3.68e-05,WBGene00012937,WBGene00012937,History: N.A.
WBGene00015783,1.478048951,0.000221818,WBGene00015783,WBGene00015783,History: N.A.
WBGene00012360,1.47602021,4.3e-07,WBGene00012360,WBGene00012360,History: N.A.
WBGene00014681,1.473548894,0.000111656,WBGene00014681,WBGene00014681,History: N.A.
WBGene00007143,1.47316748,9.66e-06,WBGene00007143,WBGene00007143,History: N.A.
WBGene00021506,1.47290571,4.76e-06,WBGene00021506,WBGene00021506,History: N.A.
WBGene00013701,1.472711471,3.64e-06,WBGene00013701,WBGene00013701,History: N.A.
WBGene00020659,1.471625936,9.06e-05,WBGene00020659,WBGene00020659,History: N.A.
WBGene00015908,1.470320107,0.00033397,WBGene00015908,WBGene00015908,History: N.A.
WBGene00021878,1.469511974,2.44e-05,WBGene00021878,WBGene00021878,History: N.A.
WBGene00000865,1.467091601,1.18e-06,WBGene00000865,WBGene00000865,History: N.A.
WBGene00011467,1.46639756,1.2e-05,WBGene00011467,WBGene00011467,History: N.A.
WBGene00012345,1.46555253,3.94e-07,WBGene00012345,WBGene00012345,History: N.A.
WBGene00015855,1.461012829,1.01e-05,WBGene00015855,WBGene00015855,History: N.A.
WBGene00020802,1.460707422,1.21e-06,WBGene00020802,WBGene00020802,History: N.A.
WBGene00017500,1.459135474,0.001415062,WBGene00017500,WBGene00017500,History: N.A.
WBGene00011795,1.458811891,1.74e-05,WBGene00011795,WBGene00011795,History: N.A.
WBGene00013176,1.457781259,0.000195721,WBGene00013176,WBGene00013176,History: N.A.
WBGene00021316,1.457058475,1.21e-06,WBGene00021316,WBGene00021316,History: N.A.
WBGene00012468,1.45665048,4.56e-05,WBGene00012468,WBGene00012468,History: N.A.
WBGene00017012,1.456577089,0.001028768,WBGene00017012,WBGene00017012,History: N.A.
WBGene00012012,1.456384795,7.82e-07,WBGene00012012,WBGene00012012,History: N.A.
WBGene00014375,1.456051243,0.000625752,WBGene00014375,WBGene00014375,History: N.A.
WBGene00009149,1.455424466,2.74e-06,WBGene00009149,WBGene00009149,History: N.A.
WBGene00269379,1.453209824,0.000243382,WBGene00269379,WBGene00269379,History: N.A.
WBGene00016410,1.452856039,2.61e-05,WBGene00016410,WBGene00016410,History: N.A.
WBGene00004456,1.45104219,2.83e-06,WBGene00004456,WBGene00004456,History: N.A.
WBGene00020340,1.449584977,0.000220476,WBGene00020340,WBGene00020340,History: N.A.
WBGene00003958,1.449111585,9.21e-06,WBGene00003958,WBGene00003958,History: N.A.
WBGene00009396,1.446952224,0.000620393,WBGene00009396,WBGene00009396,History: N.A.
WBGene00009271,1.446530188,0.001810156,WBGene00009271,WBGene00009271,History: N.A.
WBGene00015956,1.446352695,1.9e-05,WBGene00015956,WBGene00015956,History: N.A.
WBGene00001884,1.445132532,2.74e-06,WBGene00001884,WBGene00001884,History: N.A.
WBGene00194691,1.445067023,2.93e-06,WBGene00194691,WBGene00194691,History: N.A.
WBGene00009492,1.442089192,3.4e-06,WBGene00009492,WBGene00009492,History: N.A.
WBGene00006038,1.442054598,0.000192765,WBGene00006038,WBGene00006038,History: N.A.
WBGene00018199,1.441873762,2.9e-07,WBGene00018199,WBGene00018199,History: N.A.
WBGene00007122,1.441549072,1.38e-05,WBGene00007122,WBGene00007122,History: N.A.
WBGene00017545,1.440051975,4.86e-05,WBGene00017545,WBGene00017545,History: N.A.
WBGene00022140,1.440035891,0.000238732,WBGene00022140,WBGene00022140,History: N.A.
WBGene00015634,1.43826499,1.5e-05,WBGene00015634,WBGene00015634,History: N.A.
WBGene00044388,1.438170695,0.000534072,WBGene00044388,WBGene00044388,History: N.A.
WBGene00009646,1.437874268,0.000136125,WBGene00009646,WBGene00009646,History: N.A.
WBGene00022094,1.435920029,0.000480304,WBGene00022094,WBGene00022094,History: N.A.
WBGene00014813,1.435126829,2.98e-05,WBGene00014813,WBGene00014813,History: N.A.
WBGene00001173,1.433962164,1.21e-06,WBGene00001173,WBGene00001173,History: Renamed on 2005-11-22; Renamed on 2010-12-07; Renamed on 2011-07-12; Renamed on 2012-06-20
WBGene00001927,1.431151503,0.000242062,WBGene00001927,WBGene00001927,History: N.A.
WBGene00009178,1.42894386,0.000119166,WBGene00009178,WBGene00009178,History: N.A.
WBGene00022833,1.42637962,0.000458808,WBGene00022833,WBGene00022833,History: N.A.
WBGene00001605,1.42621985,0.000221917,WBGene00001605,WBGene00001605,History: N.A.
WBGene00235162,1.426176628,0.003646591,WBGene00235162,WBGene00235162,History: N.A.
WBGene00022260,1.425235541,0.001272408,WBGene00022260,WBGene00022260,History: N.A.
WBGene00003468,1.423882431,0.001556611,WBGene00003468,WBGene00003468,History: N.A.
WBGene00001560,1.422108836,0.001138038,WBGene00001560,WBGene00001560,History: N.A.
WBGene00020970,1.422098344,2.91e-05,WBGene00020970,WBGene00020970,History: N.A.
WBGene00006406,1.420884152,1.23e-05,WBGene00006406,WBGene00006406,History: N.A.
WBGene00006624,1.419463586,0.000673569,WBGene00006624,WBGene00006624,History: N.A.
WBGene00019077,1.419421576,0.000136376,WBGene00019077,WBGene00019077,History: N.A.
WBGene00007153,1.419288864,2.19e-05,WBGene00007153,WBGene00007153,History: N.A.
WBGene00021956,1.416989516,2.18e-05,WBGene00021956,WBGene00021956,History: N.A.
WBGene00019628,1.416820831,5.17e-06,WBGene00019628,WBGene00019628,History: N.A.
WBGene00077772,1.416124542,1.36e-05,WBGene00077772,WBGene00077772,History: N.A.
WBGene00007778,1.415895428,2.9e-05,WBGene00007778,WBGene00007778,History: N.A.
WBGene00020627,1.414860931,9.62e-05,WBGene00020627,WBGene00020627,History: N.A.
WBGene00007536,1.414166678,0.000289143,WBGene00007536,WBGene00007536,History: N.A.
WBGene00013475,1.414043493,6.37e-06,WBGene00013475,WBGene00013475,History: N.A.
WBGene00019199,1.412925373,8.74e-06,WBGene00019199,WBGene00019199,History: N.A.
WBGene00018895,1.412706397,1.91e-05,WBGene00018895,WBGene00018895,History: N.A.
WBGene00002783,1.411261136,2.28e-05,WBGene00002783,WBGene00002783,History: N.A.
WBGene00011401,1.410985286,3.6e-05,WBGene00011401,WBGene00011401,"History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
WBGene00009389,1.410072434,0.001398762,WBGene00009389,WBGene00009389,History: N.A.
WBGene00004494,1.409496133,1.27e-05,WBGene00004494,WBGene00004494,History: N.A.
WBGene00007948,1.409172453,1.88e-05,WBGene00007948,WBGene00007948,History: N.A.
WBGene00019459,1.405419348,7.73e-05,WBGene00019459,WBGene00019459,History: N.A.
WBGene00019237,1.404698952,1.36e-05,WBGene00019237,WBGene00019237,History: N.A.
WBGene00012578,1.403986414,1.49e-05,WBGene00012578,WBGene00012578,History: N.A.
WBGene00000784,1.402436155,2.74e-05,WBGene00000784,WBGene00000784,History: N.A.
WBGene00016327,1.402334491,6.14e-05,WBGene00016327,WBGene00016327,History: N.A.
WBGene00011480,1.400800093,2.23e-06,WBGene00011480,WBGene00011480,History: N.A.
WBGene00012608,1.399284519,1.22e-05,WBGene00012608,WBGene00012608,History: N.A.
WBGene00010920,1.398082142,4.73e-06,WBGene00010920,WBGene00010920,History: N.A.
WBGene00009925,1.397229844,1.09e-05,WBGene00009925,WBGene00009925,History: N.A.
WBGene00044529,1.397024962,1.78e-05,WBGene00044529,WBGene00044529,History: N.A.
WBGene00001774,1.396494526,0.001195237,WBGene00001774,WBGene00001774,History: N.A.
WBGene00004492,1.395902661,3.19e-06,WBGene00004492,WBGene00004492,History: N.A.
WBGene00008925,1.393468822,0.000623839,WBGene00008925,WBGene00008925,History: N.A.
WBGene00022732,1.390603249,2.62e-05,WBGene00022732,WBGene00022732,History: N.A.
WBGene00017832,1.388777328,0.000731879,WBGene00017832,WBGene00017832,History: N.A.
WBGene00009502,1.388057667,3.12e-06,WBGene00009502,WBGene00009502,History: N.A.
WBGene00010942,1.386789185,5.8e-05,WBGene00010942,WBGene00010942,History: N.A.
WBGene00020968,1.385958344,1.31e-05,WBGene00020968,WBGene00020970,"History: Merged into ""WBGene00020970"" on 2017-03-03"
WBGene00016393,1.384722539,0.000395736,WBGene00016393,WBGene00016393,History: N.A.
WBGene00001908,1.38433925,0.000498349,WBGene00001908,WBGene00001908,History: N.A.
WBGene00000923,1.383777315,8.54e-05,WBGene00000923,WBGene00000923,History: N.A.
WBGene00021386,1.382752904,0.000764339,WBGene00021386,WBGene00021386,History: N.A.
WBGene00012830,1.381724539,0.000899556,WBGene00012830,WBGene00012830,History: N.A.
WBGene00195254,1.379171717,1.57e-06,WBGene00195254,WBGene00195254,History: N.A.
WBGene00019783,1.379133764,2.96e-05,WBGene00019783,WBGene00019783,History: N.A.
WBGene00007307,1.377420614,0.000197111,WBGene00007307,WBGene00007307,History: N.A.
WBGene00008532,1.377138968,3.1e-05,WBGene00008532,WBGene00008532,History: N.A.
WBGene00008529,1.37614927,0.002602477,WBGene00008529,WBGene00008529,History: N.A.
WBGene00014225,1.375253016,0.002094394,WBGene00014225,WBGene00014225,"History: Split into ZK1098.12(WBGene00194691). History of WBGene00014225: Split into ""WBGene00194691"" on 2009-07-03"
WBGene00021562,1.374512965,3.42e-06,WBGene00021562,WBGene00021562,History: Renamed on 2008-02-26; Renamed on 2023-01-16
WBGene00012296,1.373783583,3.7e-05,WBGene00012296,WBGene00012296,History: N.A.
WBGene00017734,1.373493783,4.58e-06,WBGene00017734,WBGene00017734,History: N.A.
WBGene00015186,1.371100779,0.002553365,WBGene00015186,WBGene00015186,History: Renamed on 2016-04-27
WBGene00009218,1.367094171,0.000242558,WBGene00009218,WBGene00009218,History: N.A.
WBGene00022703,1.365972158,7.2e-06,WBGene00022703,WBGene00022703,History: N.A.
WBGene00003432,1.364952456,0.000849234,WBGene00003432,WBGene00003432,History: N.A.
WBGene00003425,1.363969974,0.001094157,WBGene00003425,WBGene00003425,History: N.A.
WBGene00000878,1.363938622,0.000125597,WBGene00000878,WBGene00000878,History: N.A.
WBGene00001023,1.363719441,1.41e-05,WBGene00001023,WBGene00001023,History: N.A.
WBGene00018930,1.362227831,0.002602477,WBGene00018930,WBGene00018930,History: N.A.
WBGene00020289,1.361713261,4.58e-05,WBGene00020289,WBGene00020289,History: N.A.
WBGene00018165,1.361701677,0.000554353,WBGene00018165,WBGene00018165,History: N.A.
WBGene00017559,1.361124849,5.23e-05,WBGene00017559,WBGene00017559,History: N.A.
WBGene00002174,1.360851792,0.000182184,WBGene00002174,WBGene00002174,History: N.A.
WBGene00013325,1.359890967,6.34e-05,WBGene00013325,WBGene00013325,History: N.A.
WBGene00022875,1.35957687,0.003865104,WBGene00022875,WBGene00022875,History: N.A.
WBGene00002208,1.358319608,9.11e-06,WBGene00002208,WBGene00002208,History: N.A.
WBGene00007335,1.35704979,1.96e-05,WBGene00007335,WBGene00007335,History: N.A.
WBGene00012011,1.356016249,4.58e-05,WBGene00012011,WBGene00012011,History: N.A.
WBGene00194708,1.353867629,2.89e-07,WBGene00194708,WBGene00194708,History: N.A.
WBGene00004567,1.353104272,0.000330454,WBGene00004567,WBGene00004567,History: N.A.
WBGene00015933,1.352926823,0.001068488,WBGene00015933,WBGene00015933,History: N.A.
WBGene00004466,1.350289872,8.29e-06,WBGene00004466,WBGene00004466,History: N.A.
WBGene00000875,1.346492544,1.14e-06,WBGene00000875,WBGene00000875,History: N.A.
WBGene00012529,1.345830734,0.001026247,WBGene00012529,WBGene00012529,History: N.A.
WBGene00006997,1.344986962,1.15e-05,WBGene00006997,WBGene00006997,History: N.A.
WBGene00009458,1.344748373,2.56e-05,WBGene00009458,WBGene00009458,History: N.A.
WBGene00003444,1.344551256,0.000991422,WBGene00003444,WBGene00003444,History: N.A.
WBGene00018360,1.343406312,0.000230968,WBGene00018360,WBGene00018360,History: N.A.
WBGene00020442,1.342979896,0.000109803,WBGene00020442,WBGene00020442,History: N.A.
WBGene00012894,1.342725606,4.49e-06,WBGene00012894,WBGene00012894,History: N.A.
WBGene00008124,1.341978069,0.000238425,WBGene00008124,WBGene00008124,History: N.A.
WBGene00003953,1.341816008,7.24e-05,WBGene00003953,WBGene00003953,History: N.A.
WBGene00000019,1.341640636,0.000100038,WBGene00000019,WBGene00000019,History: N.A.
WBGene00007548,1.341268386,0.000982353,WBGene00007548,WBGene00007548,History: N.A.
WBGene00001099,1.341143113,9.6e-05,WBGene00001099,WBGene00001099,History: N.A.
WBGene00007213,1.340802468,1.57e-06,WBGene00007213,WBGene00007213,History: N.A.
WBGene00001941,1.337822962,7.49e-05,WBGene00001941,WBGene00001941,History: N.A.
WBGene00012465,1.33698053,0.003034793,WBGene00012465,WBGene00012465,History: N.A.
WBGene00017112,1.335944988,0.000221818,WBGene00017112,WBGene00017112,History: N.A.
WBGene00021640,1.335631758,0.001362149,WBGene00021640,WBGene00021640,History: N.A.
WBGene00017166,1.335334637,4.98e-06,WBGene00017166,WBGene00017166,History: N.A.
WBGene00015632,1.334707253,0.000974805,WBGene00015632,WBGene00015632,History: N.A.
WBGene00004766,1.333834968,0.000460857,WBGene00004766,WBGene00004766,History: Renamed on 2019-01-09
WBGene00043743,1.33351324,0.002097492,WBGene00043743,WBGene00043743,History: Killed on 2004-10-04; Resurrected on 2005-06-22
WBGene00014157,1.333293635,0.000513247,WBGene00014157,WBGene00014157,History: N.A.
WBGene00010906,1.332949619,0.000253172,WBGene00010906,WBGene00010906,History: N.A.
WBGene00012319,1.332797087,5.15e-05,WBGene00012319,WBGene00012319,History: N.A.
WBGene00000789,1.332073283,0.000189234,WBGene00000789,WBGene00000789,History: N.A.
WBGene00010241,1.331824911,3.11e-05,WBGene00010241,WBGene00010241,History: N.A.
WBGene00022101,1.330330709,6.76e-06,WBGene00022101,WBGene00022101,History: N.A.
WBGene00016960,1.329703067,0.000163347,WBGene00016960,WBGene00016960,History: N.A.
WBGene00016511,1.329522984,0.001567583,WBGene00016511,WBGene00016511,History: N.A.
WBGene00001581,1.32844886,1.02e-05,WBGene00001581,WBGene00001581,History: N.A.
WBGene00013194,1.327311167,0.002469078,WBGene00013194,WBGene00013194,History: N.A.
WBGene00001937,1.326248457,0.000136125,WBGene00001937,WBGene00001937,History: N.A.
WBGene00004464,1.325397905,1.79e-05,WBGene00004464,WBGene00004464,History: N.A.
WBGene00015991,1.324324565,0.001791879,WBGene00015991,WBGene00015991,History: N.A.
WBGene00010904,1.323365814,0.002250479,WBGene00010904,WBGene00010904,History: N.A.
WBGene00019169,1.323141319,0.000588599,WBGene00019169,WBGene00019169,History: N.A.
WBGene00019748,1.322045523,0.000119249,WBGene00019748,WBGene00019748,History: N.A.
WBGene00016942,1.321429684,1.97e-05,WBGene00016942,WBGene00016942,History: N.A.
WBGene00011676,1.321342354,0.000974805,WBGene00011676,WBGene00011676,History: N.A.
WBGene00001034,1.32127935,0.000105288,WBGene00001034,WBGene00001034,History: N.A.
WBGene00002130,1.320963665,0.003481825,WBGene00002130,WBGene00002130,History: N.A.
WBGene00019260,1.320862489,0.002423685,WBGene00019260,WBGene00019260,History: N.A.
WBGene00022413,1.319925824,2.74e-06,WBGene00022413,WBGene00022413,History: N.A.
WBGene00219640,1.319246755,0.001954674,WBGene00219640,WBGene00219640,History: N.A.
WBGene00016182,1.319066297,0.001035004,WBGene00016182,WBGene00016182,History: N.A.
WBGene00004208,1.318741682,1.07e-05,WBGene00004208,WBGene00004208,History: N.A.
WBGene00009749,1.318647482,3.5e-05,WBGene00009749,WBGene00009749,History: N.A.
WBGene00017591,1.318057045,0.000304843,WBGene00017591,WBGene00017591,History: N.A.
WBGene00018371,1.3157882,0.000226578,WBGene00018371,WBGene00018371,History: N.A.
WBGene00006416,1.31477339,0.000958403,WBGene00006416,WBGene00006416,History: Renamed on 2008-09-10
WBGene00001046,1.314648012,6.79e-05,WBGene00001046,WBGene00001046,History: N.A.
WBGene00018999,1.3130479,2.39e-05,WBGene00018999,WBGene00018999,History: N.A.
WBGene00001431,1.311633177,4.92e-06,WBGene00001431,WBGene00001431,History: N.A.
WBGene00020679,1.311360392,3.91e-06,WBGene00020679,WBGene00020679,History: N.A.
WBGene00044323,1.310107548,0.007825448,WBGene00044323,WBGene00044323,History: N.A.
WBGene00002054,1.309617444,0.000208031,WBGene00002054,WBGene00002054,History: N.A.
WBGene00004484,1.307240227,4.12e-05,WBGene00004484,WBGene00004484,History: N.A.
WBGene00003258,1.30542381,0.000380584,WBGene00003258,WBGene00003258,"History: Renamed on 2006-01-16; Merged into ""WBGene00002755"" on 2015-03-05; Renamed on 2015-03-05"
WBGene00021298,1.304494484,0.001178746,WBGene00021298,WBGene00021298,History: N.A.
WBGene00001934,1.301434968,5.34e-06,WBGene00001934,WBGene00001934,History: N.A.
WBGene00006923,1.299472207,0.000134041,WBGene00006923,WBGene00006923,History: N.A.
WBGene00022645,1.298438074,4.44e-05,WBGene00022645,WBGene00022645,History: Renamed on 2022-10-03
WBGene00007270,1.298368054,3.81e-05,WBGene00007270,WBGene00007270,History: N.A.
WBGene00002067,1.296685658,0.000607738,WBGene00002067,WBGene00002067,History: N.A.
WBGene00012713,1.295262112,0.000160607,WBGene00012713,WBGene00012713,History: N.A.
WBGene00008935,1.295207204,0.005140072,WBGene00008935,WBGene00008935,History: N.A.
WBGene00004003,1.29519945,0.001501649,WBGene00004003,WBGene00004003,History: N.A.
WBGene00000802,1.294448605,1.67e-05,WBGene00000802,WBGene00000802,History: N.A.
WBGene00012102,1.291383616,0.000151165,WBGene00012102,WBGene00012102,History: N.A.
WBGene00019738,1.290884964,0.00261401,WBGene00019738,WBGene00019738,History: N.A.
WBGene00011859,1.290452671,0.004686436,WBGene00011859,WBGene00011859,History: N.A.
WBGene00015927,1.287334158,0.000835591,WBGene00015927,WBGene00015927,History: N.A.
WBGene00013310,1.287256226,0.000322076,WBGene00013310,WBGene00013310,History: N.A.
WBGene00012760,1.286648962,8.45e-05,WBGene00012760,WBGene00012760,History: N.A.
WBGene00010685,1.286178501,4.09e-06,WBGene00010685,WBGene00010685,History: Renamed on 2009-02-16
WBGene00011304,1.285708249,1.73e-05,WBGene00011304,WBGene00011304,History: N.A.
WBGene00012924,1.28490081,0.000136828,WBGene00012924,WBGene00012924,History: N.A.
WBGene00007912,1.283731527,0.000275351,WBGene00007912,WBGene00007912,History: N.A.
WBGene00017104,1.283598878,6.08e-05,WBGene00017104,WBGene00017104,History: N.A.
WBGene00010633,1.283308889,0.000611317,WBGene00010633,WBGene00010633,History: N.A.
WBGene00014492,1.281691953,0.000381783,WBGene00014492,,History: Killed on 2022-04-08. Remark: Killed as the Transcripot was retired.
WBGene00010091,1.2812433,0.00019852,WBGene00010091,WBGene00010091,History: N.A.
WBGene00001923,1.281185747,0.002639348,WBGene00001923,WBGene00001923,History: N.A.
WBGene00008878,1.280658471,3.35e-05,WBGene00008878,WBGene00008878,History: N.A.
WBGene00000870,1.280252062,0.000586865,WBGene00000870,WBGene00000870,History: N.A.
WBGene00013165,1.279871882,0.000524871,WBGene00013165,WBGene00013165,History: N.A.
WBGene00002198,1.27926052,0.00040203,WBGene00002198,WBGene00002198,History: N.A.
WBGene00011182,1.277709112,2.02e-05,WBGene00011182,WBGene00011182,History: N.A.
WBGene00009880,1.277587936,0.001889824,WBGene00009880,WBGene00009880,History: N.A.
WBGene00001371,1.277298453,4.18e-05,WBGene00001371,WBGene00001371,History: N.A.
WBGene00003825,1.276217703,0.000779112,WBGene00003825,WBGene00003825,History: N.A.
WBGene00021870,1.273799416,7.28e-05,WBGene00021870,WBGene00021870,History: N.A.
WBGene00008149,1.273471751,5.79e-05,WBGene00008149,WBGene00008149,History: N.A.
WBGene00004963,1.273132422,0.000933276,WBGene00004963,WBGene00004963,History: N.A.
WBGene00016581,1.272803802,0.003377524,WBGene00016581,WBGene00016581,History: N.A.
WBGene00003083,1.270928833,0.000105982,WBGene00003083,WBGene00003083,History: N.A.
WBGene00003150,1.268722942,3.18e-05,WBGene00003150,WBGene00003150,History: N.A.
WBGene00022883,1.267792374,0.001136885,WBGene00022883,WBGene00022883,History: N.A.
WBGene00017735,1.267738541,0.000131248,WBGene00017735,WBGene00017735,History: N.A.
WBGene00013168,1.266310498,0.002011813,WBGene00013168,WBGene00013168,History: N.A.
WBGene00010134,1.266281034,0.000399655,WBGene00010134,WBGene00010134,History: N.A.
