# Supplementary File 3,Sheet 5: Small RNAs significantly up-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for one generation.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00011608,1.74547360300331,WBGene00011608,WBGene00011608,History: N.A.
WBGene00020030,1.74402019510291,WBGene00020030,WBGene00020030,History: N.A.
WBGene00004504,1.74324736256716,WBGene00004504,WBGene00004504,History: N.A.
WBGene00001080,1.73862202831056,WBGene00001080,WBGene00001080,History: N.A.
WBGene00002368,1.73859456933461,WBGene00002368,WBGene00002368,History: N.A.
WBGene00021868,1.73512624893373,WBGene00021868,WBGene00021868,History: N.A.
WBGene00020763,1.73461873445113,WBGene00020763,WBGene00020763,"History: Split into T24C4.10(WBGene00306002). History of WBGene00020763: Split into ""WBGene00306002"" on 2020-01-20"
WBGene00004042,1.73435531202,WBGene00004042,WBGene00004042,History: N.A.
WBGene00004242,1.73342669528526,WBGene00004242,WBGene00004242,History: N.A.
WBGene00016163,1.73325065253237,WBGene00016163,WBGene00016163,History: N.A.
WBGene00021107,1.73284859360128,WBGene00021107,WBGene00021107,History: N.A.
WBGene00012156,1.73080619179551,WBGene00012156,WBGene00012156,History: N.A.
WBGene00004728,1.72979286571336,WBGene00004728,WBGene00004728,History: N.A.
WBGene00008210,1.72866571248074,WBGene00008210,WBGene00008210,History: N.A.
WBGene00021549,1.7279729195444,WBGene00021549,WBGene00021549,History: N.A.
WBGene00000405,1.72749960479658,WBGene00000405,WBGene00000405,History: N.A.
WBGene00012896,1.72149050379635,WBGene00012896,WBGene00012896,History: Renamed on 2005-03-17
WBGene00015297,1.71911952305331,WBGene00015297,WBGene00015297,History: N.A.
WBGene00017273,1.71905687724951,WBGene00017273,WBGene00017273,History: Renamed on 2010-03-26
WBGene00006565,1.71825006906681,WBGene00006565,WBGene00006565,History: N.A.
WBGene00013983,1.71785036236406,WBGene00013983,WBGene00013983,History: N.A.
WBGene00010583,1.71719942983105,WBGene00010583,WBGene00010583,History: N.A.
WBGene00014005,1.71635082220388,WBGene00014005,WBGene00014005,History: N.A.
WBGene00007617,1.71585635155731,WBGene00007617,WBGene00007617,History: N.A.
WBGene00004246,1.71093724204986,WBGene00004246,WBGene00004246,History: N.A.
WBGene00022722,1.70848008873253,WBGene00022722,WBGene00022722,History: N.A.
WBGene00002637,1.70835247455722,WBGene00002637,WBGene00002637,History: N.A.
WBGene00012903,1.70743045647747,WBGene00012903,WBGene00012903,History: N.A.
WBGene00020184,1.70415793135142,WBGene00020184,WBGene00020184,History: N.A.
WBGene00002196,1.69821587188109,WBGene00002196,WBGene00002196,History: N.A.
WBGene00007966,1.69799613583601,WBGene00007966,WBGene00007966,History: N.A.
WBGene00013343,1.69762229104553,WBGene00013343,WBGene00013343,History: N.A.
WBGene00007445,1.69753668580729,WBGene00007445,WBGene00007445,History: N.A.
WBGene00000889,1.69711138917033,WBGene00000889,WBGene00000889,History: N.A.
WBGene00022394,1.69697750991051,WBGene00022394,WBGene00022394,History: N.A.
WBGene00015658,1.69696869146216,WBGene00015658,WBGene00015658,History: N.A.
WBGene00000798,1.69642437344695,WBGene00000798,WBGene00000798,History: Renamed on 2007-06-04
WBGene00004502,1.69604633529118,WBGene00004502,WBGene00004502,History: N.A.
WBGene00016178,1.69593769428454,WBGene00016178,WBGene00016178,History: N.A.
WBGene00013529,1.69547722846848,WBGene00013529,WBGene00013529,History: Renamed on 2021-12-09
WBGene00003160,1.69426634955669,WBGene00003160,WBGene00003160,History: Renamed on 2013-11-19
WBGene00019711,1.68868990416904,WBGene00019711,WBGene00019711,History: N.A.
WBGene00011634,1.68792504336503,WBGene00011634,WBGene00011634,History: N.A.
WBGene00008710,1.68497744336891,WBGene00008710,WBGene00008710,History: N.A.
WBGene00016073,1.68233188569852,WBGene00016073,WBGene00016073,History: N.A.
WBGene00011063,1.68191483584031,WBGene00011063,WBGene00011063,History: N.A.
WBGene00002036,1.6817742464565,WBGene00002036,WBGene00002036,History: N.A.
WBGene00007012,1.68080149850358,WBGene00007012,WBGene00007012,History: N.A.
WBGene00021763,1.68002041269907,WBGene00021763,WBGene00021763,History: N.A.
WBGene00001509,1.67969007033109,WBGene00001509,WBGene00001509,History: N.A.
WBGene00022738,1.67941552768688,WBGene00022738,WBGene00022738,History: Renamed on 2017-12-07
WBGene00007784,1.67890985495959,WBGene00007784,WBGene00007784,History: N.A.
WBGene00013150,1.67879215832622,WBGene00013150,WBGene00013150,History: N.A.
WBGene00012558,1.67791255124133,WBGene00012558,WBGene00012558,History: N.A.
WBGene00017186,1.67718340010811,WBGene00017186,WBGene00017186,History: N.A.
WBGene00016014,1.67628791173427,WBGene00016014,WBGene00016014,History: N.A.
WBGene00000868,1.6752147240883,WBGene00000868,WBGene00000868,History: N.A.
WBGene00002025,1.67485824660805,WBGene00002025,WBGene00002025,History: N.A.
WBGene00020915,1.67429825721216,WBGene00020915,WBGene00020915,History: Renamed on 2017-08-01
WBGene00000293,1.67361625270302,WBGene00000293,WBGene00000293,History: N.A.
WBGene00012643,1.67338818235126,WBGene00012643,WBGene00012643,History: N.A.
WBGene00003224,1.67337000243185,WBGene00003224,WBGene00003224,History: N.A.
WBGene00011464,1.67206337825946,WBGene00011464,WBGene00011464,History: N.A.
WBGene00021783,1.67197265822644,WBGene00021783,WBGene00021783,History: N.A.
WBGene00006528,1.67173690993684,WBGene00006528,WBGene00006528,History: N.A.
WBGene00001423,1.67167692544662,WBGene00001423,WBGene00001423,History: N.A.
WBGene00017928,1.67116793255386,WBGene00017928,WBGene00017928,History: N.A.
WBGene00018586,1.67081495052924,WBGene00018586,WBGene00018586,History: N.A.
WBGene00015677,1.67021016640553,WBGene00015677,WBGene00015677,History: N.A.
WBGene00011291,1.66988511609748,WBGene00011291,WBGene00011291,History: N.A.
WBGene00004209,1.66899756354726,WBGene00004209,WBGene00004209,History: N.A.
WBGene00011944,1.66873458562516,WBGene00011944,WBGene00011944,History: N.A.
WBGene00018239,1.66743959132036,WBGene00018239,WBGene00018239,History: Split into F40G9.17(WBGene00185078). History of WBGene00018239: N.A.
WBGene00004027,1.66710893183876,WBGene00004027,WBGene00004027,History: N.A.
WBGene00009370,1.66595388839462,WBGene00009370,WBGene00009370,History: N.A.
WBGene00021074,1.66301500562002,WBGene00021074,WBGene00021074,History: N.A.
WBGene00003134,1.66055485577753,WBGene00003134,WBGene00003134,History: Renamed on 2006-03-01; Renamed on 2016-01-22
WBGene00010579,1.65991326943005,WBGene00010579,WBGene00010579,History: N.A.
WBGene00001929,1.65786247141403,WBGene00001929,WBGene00001929,History: N.A.
WBGene00021056,1.65767582307058,WBGene00021056,WBGene00021056,History: N.A.
WBGene00017031,1.65689464903152,WBGene00017031,WBGene00017031,History: N.A.
WBGene00003235,1.65653819087935,WBGene00003235,WBGene00003235,History: N.A.
WBGene00001431,1.65564433239088,WBGene00001431,WBGene00001431,History: N.A.
WBGene00022042,1.65535525385255,WBGene00022042,WBGene00022042,History: N.A.
WBGene00003834,1.65532676815702,WBGene00003834,WBGene00003834,History: N.A.
WBGene00008151,1.65395127491607,WBGene00008151,WBGene00008151,History: N.A.
