,Gene,Count
2961,WBGene00010242,33
3175,WBGene00011242,33
3566,WBGene00013018,33
2979,WBGene00010325,33
4222,WBGene00016624,33
19749,WBGene00000767,33
3197,WBGene00011312,33
4451,WBGene00017849,33
274,WBGene00005662,33
4638,WBGene00018890,33
5466,WBGene00022579,33
4984,WBGene00020636,33
2392,WBGene00007202,33
3548,WBGene00012970,33
3537,WBGene00012934,33
4642,WBGene00018894,33
2916,WBGene00009987,33
3008,WBGene00010479,33
3250,WBGene00011576,33
3256,WBGene00011600,33
568,WBGene00020600,33
4647,WBGene00018908,33
4449,WBGene00017832,33
5449,WBGene00022492,33
630,WBGene00022456,33
3435,WBGene00012466,33
5396,WBGene00022310,33
5080,WBGene00021103,33
4919,WBGene00020314,33
4803,WBGene00019748,33
4111,WBGene00016166,33
4711,WBGene00019221,33
5548,WBGene00044067,33
5315,WBGene00022044,33
5289,WBGene00021929,33
3990,WBGene00015524,33
4727,WBGene00019301,33
2524,WBGene00007898,33
4538,WBGene00018394,33
2830,WBGene00009451,33
4413,WBGene00017683,33
4432,WBGene00017765,33
2827,WBGene00009440,33
4934,WBGene00020397,33
5277,WBGene00021899,33
4123,WBGene00016200,33
4723,WBGene00019276,33
4621,WBGene00018830,33
585,WBGene00013192,33
4327,WBGene00017159,33
3181,WBGene00011272,33
3614,WBGene00013213,33
2553,WBGene00008034,33
2847,WBGene00009521,33
4479,WBGene00017997,33
5335,WBGene00022107,33
4170,WBGene00016402,33
4925,WBGene00020363,33
3628,WBGene00013235,33
19386,WBGene00021187,33
5133,WBGene00021347,33
4024,WBGene00015747,33
2855,WBGene00009575,33
2856,WBGene00009576,33
3062,WBGene00010709,33
5310,WBGene00022031,33
5283,WBGene00021910,33
4370,WBGene00017357,33
2562,WBGene00008090,33
5139,WBGene00021363,33
3815,WBGene00014061,32
4942,WBGene00020411,32
17566,WBGene00023418,32
3852,WBGene00014205,32
1438,WBGene00001396,32
17567,WBGene00006515,32
4450,WBGene00017837,32
2049,WBGene00004728,32
19105,WBGene00012343,32
4102,WBGene00016148,32
261,WBGene00044026,32
17533,WBGene00004808,32
3434,WBGene00012465,32
16153,WBGene00009513,32
17734,WBGene00002256,32
2597,WBGene00008238,32
2810,WBGene00009320,32
1678,WBGene00003012,32
17550,WBGene00022803,32
5393,WBGene00022306,32
6396,WBGene00010339,32
14973,WBGene00012307,32
11839,WBGene00007156,32
4844,WBGene00019898,32
212,WBGene00009739,32
16061,WBGene00001072,32
2807,WBGene00009305,32
2030,WBGene00004480,32
773,WBGene00022102,32
521,WBGene00011379,32
3839,WBGene00014120,32
3138,WBGene00011058,32
18383,WBGene00019333,32
17484,WBGene00011378,32
4100,WBGene00016144,32
224,WBGene00018098,32
4822,WBGene00019821,32
1099,WBGene00001186,32
17883,WBGene00007201,32
19228,WBGene00019768,32
17465,WBGene00009377,32
18172,WBGene00000100,32
17463,WBGene00018471,32
9924,WBGene00014103,32
8603,WBGene00006788,32
6269,WBGene00016030,32
17530,WBGene00018679,32
2781,WBGene00009191,32
497,WBGene00045247,32
14798,WBGene00022732,32
16467,WBGene00001651,32
3551,WBGene00012977,32
6255,WBGene00015830,32
6382,WBGene00001335,32
3160,WBGene00011145,32
17512,WBGene00004917,32
13669,WBGene00014997,32
3101,WBGene00010875,32
2603,WBGene00008331,32
16468,WBGene00001682,32
3099,WBGene00010858,32
13557,WBGene00018068,32
4827,WBGene00019836,32
2452,WBGene00007578,32
8989,WBGene00020598,32
18422,WBGene00009559,32
6380,WBGene00219728,32
5386,WBGene00022281,32
17705,WBGene00018391,32
15047,WBGene00022231,32
6079,WBGene00012992,32
6168,WBGene00001501,32
1370,WBGene00001057,32
3904,WBGene00015130,32
6348,WBGene00021509,32
1962,WBGene00004283,32
9528,WBGene00012355,32
3183,WBGene00011276,32
2059,WBGene00004752,32
12731,WBGene00015305,32
1356,WBGene00001035,32
15934,WBGene00015306,32
12675,WBGene00022228,32
16579,WBGene00009732,32
2667,WBGene00008620,32
3870,WBGene00014871,32
1086,WBGene00007224,32
788,WBGene00007740,32
1216,WBGene00000426,32
3151,WBGene00011115,32
16616,WBGene00012643,32
19424,WBGene00001925,32
4926,WBGene00020371,32
4625,WBGene00018845,32
15052,WBGene00019298,32
18968,WBGene00044217,32
19489,WBGene00018525,32
3178,WBGene00011268,32
17815,WBGene00009004,32
2854,WBGene00009565,32
17701,WBGene00009272,32
4437,WBGene00017776,32
2865,WBGene00009648,32
727,WBGene00004963,32
1072,WBGene00004430,32
17631,WBGene00044329,32
1333,WBGene00000940,32
8424,WBGene00020004,32
6375,WBGene00044486,32
12344,WBGene00019957,32
3951,WBGene00015346,32
4641,WBGene00018893,32
3186,WBGene00011281,32
17592,WBGene00004985,32
17583,WBGene00013349,32
18425,WBGene00043060,32
4941,WBGene00020407,32
4249,WBGene00016788,32
6217,WBGene00016493,32
15884,WBGene00006591,32
16466,WBGene00001579,32
4159,WBGene00016374,32
6221,WBGene00004432,32
608,WBGene00020718,32
1186,WBGene00000292,32
15906,WBGene00013085,32
17800,WBGene00021149,32
1959,WBGene00004273,32
17716,WBGene00011739,32
18591,WBGene00000093,32
4883,WBGene00020113,32
17835,WBGene00014915,32
2528,WBGene00007917,32
3185,WBGene00011280,32
2816,WBGene00009364,32
6944,WBGene00022040,32
15914,WBGene00012176,32
1784,WBGene00003584,32
6313,WBGene00008527,32
17718,WBGene00000144,32
16413,WBGene00219451,32
17802,WBGene00044204,32
9500,WBGene00008536,32
13360,WBGene00022288,32
17608,WBGene00219493,32
1483,WBGene00001585,32
4324,WBGene00017148,32
4094,WBGene00016129,32
8887,WBGene00009016,32
1553,WBGene00001890,32
5740,WBGene00018933,32
10028,WBGene00015562,32
4176,WBGene00016411,32
10375,WBGene00008854,32
3656,WBGene00013347,32
994,WBGene00019209,32
3981,WBGene00015501,32
3820,WBGene00014078,32
8013,WBGene00001918,32
4007,WBGene00015641,32
5614,WBGene00045053,32
11091,WBGene00013801,32
15443,WBGene00013194,32
14532,WBGene00006374,32
3075,WBGene00010766,32
5676,WBGene00206511,32
230,WBGene00017941,32
6449,WBGene00021739,32
1271,WBGene00000762,32
1142,WBGene00000159,32
14208,WBGene00019667,32
5096,WBGene00021201,32
5516,WBGene00022850,32
4680,WBGene00019076,32
2245,WBGene00006732,32
17993,WBGene00013735,32
3003,WBGene00010461,32
3783,WBGene00013880,32
17392,WBGene00021820,32
5756,WBGene00000031,32
9259,WBGene00019343,32
15544,WBGene00014127,32
3762,WBGene00013738,32
2796,WBGene00009266,32
7924,WBGene00010822,32
9997,WBGene00017553,32
17404,WBGene00011414,32
16228,WBGene00018163,32
3042,WBGene00010622,32
8028,WBGene00014954,32
19318,WBGene00015810,32
17942,WBGene00021827,32
19530,WBGene00009219,32
4709,WBGene00019219,32
1151,WBGene00000187,32
9991,WBGene00008185,32
4462,WBGene00017928,32
104,WBGene00007960,32
16947,WBGene00010738,32
19295,WBGene00022748,32
17249,WBGene00018901,32
233,WBGene00013325,32
1002,WBGene00006719,32
4705,WBGene00019196,32
3559,WBGene00012998,32
10276,WBGene00019556,32
15395,WBGene00022632,32
17968,WBGene00000203,32
4567,WBGene00018585,32
4787,WBGene00019697,32
18824,WBGene00002006,32
17157,WBGene00021312,32
6834,WBGene00018224,32
4482,WBGene00018007,32
2286,WBGene00006917,32
3986,WBGene00015512,32
4454,WBGene00017886,32
17443,WBGene00002198,32
3240,WBGene00011513,32
19419,WBGene00001893,32
2645,WBGene00008476,32
17446,WBGene00009321,32
3057,WBGene00010687,32
5566,WBGene00044323,32
17447,WBGene00219688,32
11253,WBGene00021878,32
1303,WBGene00000854,32
17032,WBGene00021305,32
5696,WBGene00195226,32
17449,WBGene00017647,32
16879,WBGene00011259,32
17439,WBGene00009390,32
1382,WBGene00001095,32
15779,WBGene00008333,32
855,WBGene00013701,32
17343,WBGene00001910,32
5431,WBGene00022431,32
5000,WBGene00020716,32
4106,WBGene00016157,32
5020,WBGene00020822,31
3672,WBGene00013405,31
18495,WBGene00021549,31
4742,WBGene00019400,31
18760,WBGene00012362,31
7443,WBGene00001887,31
18988,WBGene00000248,31
6323,WBGene00014920,31
3385,WBGene00012205,31
3021,WBGene00010551,31
14405,WBGene00006661,31
3905,WBGene00015133,31
17925,WBGene00016055,31
17683,WBGene00007623,31
5254,WBGene00021817,31
8304,WBGene00019311,31
18109,WBGene00015922,31
1073,WBGene00017393,31
5172,WBGene00021502,31
3165,WBGene00011205,31
4401,WBGene00017608,31
546,WBGene00022646,31
2519,WBGene00007859,31
4905,WBGene00020259,31
19357,WBGene00014884,31
17686,WBGene00013268,31
5688,WBGene00044161,31
5686,WBGene00195093,31
4183,WBGene00016439,31
1480,WBGene00001582,31
18298,WBGene00006711,31
2200,WBGene00006566,31
3799,WBGene00013998,31
17070,WBGene00007549,31
16617,WBGene00012660,31
3607,WBGene00013196,31
10078,WBGene00022157,31
18468,WBGene00016341,31
2204,WBGene00006574,31
18100,WBGene00001853,31
6095,WBGene00003404,31
8289,WBGene00020360,31
5252,WBGene00021811,31
3208,WBGene00011349,31
4702,WBGene00019167,31
1972,WBGene00004307,31
17981,WBGene00011528,31
4627,WBGene00018847,31
6091,WBGene00003786,31
16444,WBGene00000196,31
12786,WBGene00010092,31
6119,WBGene00010804,31
17821,WBGene00016992,31
12999,WBGene00044388,31
4293,WBGene00017037,31
2976,WBGene00010308,31
4929,WBGene00020376,31
976,WBGene00016507,31
16058,WBGene00009039,31
3054,WBGene00010671,31
3584,WBGene00013109,31
19607,WBGene00003172,31
618,WBGene00001044,31
13478,WBGene00043743,31
16537,WBGene00006912,31
3646,WBGene00013289,31
3167,WBGene00011216,31
3230,WBGene00011482,31
18079,WBGene00012984,31
1159,WBGene00000209,31
4945,WBGene00020422,31
16547,WBGene00007731,31
5144,WBGene00021376,31
7109,WBGene00004155,31
888,WBGene00018632,31
16520,WBGene00004765,31
6297,WBGene00003520,31
17966,WBGene00020089,31
18534,WBGene00008765,31
19476,WBGene00004449,31
18070,WBGene00010437,31
7007,WBGene00000034,31
17779,WBGene00000165,31
722,WBGene00013462,31
18266,WBGene00018159,31
4542,WBGene00018419,31
5564,WBGene00044318,31
10237,WBGene00050915,31
18533,WBGene00010160,31
17767,WBGene00007094,31
1100,WBGene00021892,31
17161,WBGene00019760,31
19646,WBGene00021367,31
19474,WBGene00010094,31
6252,WBGene00018021,31
2540,WBGene00007974,31
6218,WBGene00004486,31
6215,WBGene00004481,31
16584,WBGene00010051,31
16580,WBGene00009918,31
16462,WBGene00001470,31
18501,WBGene00012645,31
378,WBGene00020978,31
2527,WBGene00007914,31
17707,WBGene00018131,31
5637,WBGene00077500,31
1152,WBGene00000192,31
3372,WBGene00012144,31
2217,WBGene00006607,31
3765,WBGene00013758,31
1885,WBGene00004050,31
18676,WBGene00007011,31
5525,WBGene00022883,31
3993,WBGene00015555,31
17099,WBGene00012463,31
17247,WBGene00012943,31
17951,WBGene00018408,31
1838,WBGene00003851,31
5319,WBGene00022052,31
622,WBGene00009749,31
6209,WBGene00004489,31
2708,WBGene00008856,31
2531,WBGene00007921,31
5318,WBGene00022051,31
17225,WBGene00012139,31
3492,WBGene00012740,31
17237,WBGene00004227,31
5629,WBGene00045434,31
995,WBGene00013030,31
17954,WBGene00022390,31
2529,WBGene00007918,31
16571,WBGene00009177,31
5015,WBGene00020796,31
19430,WBGene00001880,31
7837,WBGene00017304,31
17826,WBGene00000888,31
17029,WBGene00010269,31
1843,WBGene00003870,31
1019,WBGene00004909,31
19422,WBGene00001927,31
4067,WBGene00016011,31
20118,WBGene00007185,31
3918,WBGene00015186,31
2777,WBGene00009179,31
11082,WBGene00015852,31
1586,WBGene00002015,31
1246,WBGene00000533,31
5191,WBGene00021559,31
19142,WBGene00004412,31
15317,WBGene00009048,31
19144,WBGene00013587,31
19277,WBGene00011218,31
18538,WBGene00044907,31
11684,WBGene00044777,31
3788,WBGene00013925,31
1653,WBGene00002295,31
17412,WBGene00009250,31
16739,WBGene00044312,31
18419,WBGene00043705,31
1682,WBGene00003022,31
1051,WBGene00045237,31
2107,WBGene00004954,31
5457,WBGene00022532,31
17572,WBGene00011741,31
2593,WBGene00008224,31
4552,WBGene00018474,31
8617,WBGene00000068,31
3736,WBGene00013670,31
1577,WBGene00001998,31
18645,WBGene00000884,31
3767,WBGene00013765,31
16367,WBGene00219755,31
15673,WBGene00001912,31
6392,WBGene00010921,31
3301,WBGene00011807,31
2596,WBGene00008237,31
17859,WBGene00005014,31
2461,WBGene00007603,31
11599,WBGene00006929,31
3453,WBGene00012558,31
2948,WBGene00010161,31
5107,WBGene00021256,31
17879,WBGene00021648,31
9897,WBGene00021215,31
14154,WBGene00022530,31
19221,WBGene00007991,31
2697,WBGene00008769,31
1797,WBGene00003624,31
5418,WBGene00022381,31
1031,WBGene00014241,31
3541,WBGene00012950,31
4804,WBGene00019757,31
18009,WBGene00000420,31
11318,WBGene00004347,31
5411,WBGene00022368,31
17462,WBGene00022761,31
17458,WBGene00016413,31
4505,WBGene00018160,31
1127,WBGene00000110,31
1935,WBGene00004199,31
1897,WBGene00004087,31
17431,WBGene00015106,31
8135,WBGene00012592,31
863,WBGene00013594,31
17871,WBGene00015188,31
5001,WBGene00020717,31
2454,WBGene00007581,31
17430,WBGene00018318,31
1024,WBGene00000781,31
19263,WBGene00009680,31
825,WBGene00020808,31
18632,WBGene00004959,31
4824,WBGene00019824,31
9877,WBGene00021970,31
11459,WBGene00020904,31
954,WBGene00009336,31
5887,WBGene00000677,31
562,WBGene00011290,31
6379,WBGene00077646,31
1176,WBGene00000259,31
324,WBGene00020114,31
3112,WBGene00010911,31
5738,WBGene00022843,31
7466,WBGene00010072,31
12393,WBGene00008725,31
3818,WBGene00014066,31
1425,WBGene00001320,31
17917,WBGene00018014,31
6025,WBGene00016534,31
5709,WBGene00206497,31
18130,WBGene00010141,31
17634,WBGene00010829,31
4014,WBGene00015697,31
4277,WBGene00016966,31
3479,WBGene00012694,31
5732,WBGene00001924,31
13882,WBGene00019153,31
5716,WBGene00219315,31
5385,WBGene00022280,31
1705,WBGene00003082,31
17618,WBGene00010002,31
448,WBGene00044402,31
15748,WBGene00007478,31
243,WBGene00022507,31
4561,WBGene00018513,31
2374,WBGene00007136,31
3326,WBGene00011917,31
5243,WBGene00021757,31
471,WBGene00008272,31
17620,WBGene00012167,31
15169,WBGene00000388,31
4246,WBGene00016758,31
8017,WBGene00019597,31
4698,WBGene00019141,31
18819,WBGene00014977,31
9115,WBGene00022223,31
3962,WBGene00015425,31
3331,WBGene00011953,31
16133,WBGene00008529,31
17584,WBGene00008080,31
17994,WBGene00018431,31
3535,WBGene00012932,31
18431,WBGene00022667,31
4185,WBGene00016443,31
19315,WBGene00007880,31
13919,WBGene00015623,31
17395,WBGene00008000,31
2473,WBGene00007628,31
744,WBGene00006490,31
2390,WBGene00007194,31
276,WBGene00008141,31
5493,WBGene00022737,31
3857,WBGene00014218,31
2706,WBGene00008838,31
3466,WBGene00012632,31
4281,WBGene00016983,31
16696,WBGene00019787,31
14382,WBGene00015661,30
16323,WBGene00021768,30
4574,WBGene00018611,30
18702,WBGene00003375,30
2568,WBGene00008119,30
17833,WBGene00016612,30
4978,WBGene00020572,30
17881,WBGene00019838,30
18045,WBGene00018793,30
14775,WBGene00012636,30
18014,WBGene00014247,30
4969,WBGene00020499,30
18800,WBGene00007824,30
18573,WBGene00014051,30
17887,WBGene00011967,30
5203,WBGene00021638,30
3170,WBGene00011231,30
16080,WBGene00000735,30
881,WBGene00004444,30
3909,WBGene00015147,30
3822,WBGene00014083,30
4062,WBGene00015976,30
2602,WBGene00008318,30
4970,WBGene00020500,30
3172,WBGene00011237,30
14506,WBGene00012780,30
16450,WBGene00000795,30
18765,WBGene00007226,30
433,WBGene00015165,30
2655,WBGene00008531,30
304,WBGene00021755,30
144,WBGene00008994,30
4602,WBGene00018764,30
6390,WBGene00019864,30
737,WBGene00016946,30
13900,WBGene00009893,30
147,WBGene00004960,30
18854,WBGene00001636,30
7090,WBGene00006539,30
3864,WBGene00014249,30
18678,WBGene00015357,30
3937,WBGene00015282,30
52,WBGene00013712,30
14513,WBGene00007641,30
3587,WBGene00013137,30
16243,WBGene00014168,30
14838,WBGene00011152,30
2569,WBGene00008120,30
17965,WBGene00003129,30
18634,WBGene00008170,30
18696,WBGene00021208,30
945,WBGene00010814,30
723,WBGene00008402,30
3926,WBGene00015208,30
18004,WBGene00012206,30
437,WBGene00009550,30
345,WBGene00044979,30
2768,WBGene00009145,30
4134,WBGene00016245,30
7115,WBGene00019368,30
17840,WBGene00020377,30
4569,WBGene00018595,30
16290,WBGene00000731,30
18553,WBGene00000205,30
1977,WBGene00004318,30
15274,WBGene00012172,30
14655,WBGene00019832,30
18281,WBGene00013026,30
3109,WBGene00010897,30
5635,WBGene00050947,30
2017,WBGene00004442,30
2941,WBGene00010089,30
5638,WBGene00077526,30
4050,WBGene00015916,30
114,WBGene00017325,30
1630,WBGene00002185,30
5531,WBGene00023427,30
764,WBGene00018081,30
93,WBGene00014174,30
5883,WBGene00045416,30
2694,WBGene00008750,30
4814,WBGene00019800,30
17490,WBGene00018332,30
2214,WBGene00006604,30
11415,WBGene00018808,30
18286,WBGene00022124,30
5086,WBGene00021132,30
17467,WBGene00019834,30
15377,WBGene00002130,30
2213,WBGene00006601,30
4710,WBGene00019220,30
6917,WBGene00016088,30
11722,WBGene00009706,30
19104,WBGene00013463,30
1504,WBGene00001648,30
4859,WBGene00020026,30
17116,WBGene00010616,30
10356,WBGene00021214,30
4514,WBGene00018239,30
4160,WBGene00016375,30
16731,WBGene00022489,30
16736,WBGene00043057,30
3887,WBGene00015074,30
11827,WBGene00018360,30
19131,WBGene00008148,30
1270,WBGene00000761,30
19457,WBGene00001882,30
2934,WBGene00010054,30
11811,WBGene00013297,30
4650,WBGene00018923,30
15284,WBGene00009193,30
2222,WBGene00006618,30
16751,WBGene00235158,30
19460,WBGene00001930,30
9931,WBGene00013489,30
19729,WBGene00007651,30
7933,WBGene00020106,30
5683,WBGene00194998,30
3457,WBGene00012565,30
5458,WBGene00022534,30
352,WBGene00017172,30
5755,WBGene00008861,30
4687,WBGene00019122,30
10820,WBGene00044805,30
5462,WBGene00022559,30
17382,WBGene00022394,30
4463,WBGene00017929,30
3022,WBGene00010552,30
5681,WBGene00194982,30
512,WBGene00011039,30
3245,WBGene00011543,30
3734,WBGene00013667,30
10590,WBGene00018946,30
17334,WBGene00021348,30
3999,WBGene00015579,30
5711,WBGene00206532,30
3236,WBGene00011502,30
4092,WBGene00016121,30
19294,WBGene00014229,30
5678,WBGene00194955,30
4049,WBGene00015915,30
1589,WBGene00002020,30
4219,WBGene00016617,30
245,WBGene00044529,30
4504,WBGene00018156,30
6759,WBGene00044212,30
323,WBGene00017271,30
7692,WBGene00012297,30
7701,WBGene00020579,30
3252,WBGene00011589,30
5432,WBGene00022434,30
15393,WBGene00012514,30
3078,WBGene00010771,30
17423,WBGene00008423,30
2201,WBGene00006567,30
11105,WBGene00007613,30
2417,WBGene00007390,30
19276,WBGene00011015,30
17285,WBGene00002175,30
18196,WBGene00020320,30
2999,WBGene00010439,30
11028,WBGene00003548,30
19085,WBGene00004429,30
10595,WBGene00000830,30
10310,WBGene00008565,30
13200,WBGene00010147,30
431,WBGene00010378,30
18264,WBGene00016212,30
5322,WBGene00022057,30
2055,WBGene00004744,30
2262,WBGene00006781,30
4622,WBGene00018833,30
13284,WBGene00009049,30
3833,WBGene00014112,30
5330,WBGene00022092,30
16589,WBGene00010759,30
4937,WBGene00020401,30
16607,WBGene00012347,30
1350,WBGene00001026,30
1549,WBGene00001867,30
3059,WBGene00010697,30
2510,WBGene00007787,30
4915,WBGene00020298,30
17674,WBGene00008340,30
1053,WBGene00006596,30
4295,WBGene00017045,30
4431,WBGene00017763,30
2285,WBGene00006913,30
2861,WBGene00009627,30
17752,WBGene00011434,30
719,WBGene00015628,30
4322,WBGene00017142,30
24212,WBGene00021425,30
17169,WBGene00003400,30
16483,WBGene00001940,30
16498,WBGene00003594,30
5292,WBGene00021932,30
13540,WBGene00022669,30
19586,WBGene00016868,30
17162,WBGene00003072,30
6220,WBGene00001684,30
16517,WBGene00004443,30
19758,WBGene00000232,30
1359,WBGene00001038,30
5302,WBGene00021971,30
5141,WBGene00021366,30
13435,WBGene00008283,30
2851,WBGene00009557,30
351,WBGene00044180,30
3647,WBGene00013301,30
6116,WBGene00000970,30
3379,WBGene00012193,30
17664,WBGene00006447,30
1704,WBGene00003078,30
18697,WBGene00003236,30
12546,WBGene00013165,30
2676,WBGene00008667,30
9666,WBGene00021730,30
18124,WBGene00020441,30
17585,WBGene00009287,30
17619,WBGene00001808,30
17142,WBGene00013683,30
8228,WBGene00016336,30
5606,WBGene00044746,30
3493,WBGene00012756,30
16679,WBGene00018208,30
16686,WBGene00018785,30
17605,WBGene00011740,30
19448,WBGene00001892,30
4870,WBGene00020093,30
2476,WBGene00007644,30
15194,WBGene00017015,30
3507,WBGene00012829,30
217,WBGene00015841,30
15220,WBGene00010336,30
17581,WBGene00020761,30
12814,WBGene00008714,30
19077,WBGene00004927,30
15572,WBGene00007584,30
6101,WBGene00009280,30
18469,WBGene00008586,30
3989,WBGene00015518,30
2293,WBGene00006935,30
6089,WBGene00002135,30
21132,WBGene00022766,30
2087,WBGene00004883,30
1547,WBGene00001864,30
2499,WBGene00007718,30
16634,WBGene00013690,30
9638,WBGene00012672,30
17217,WBGene00195255,30
2498,WBGene00007717,30
216,WBGene00009501,30
3419,WBGene00012375,30
18238,WBGene00009013,29
2646,WBGene00008486,29
916,WBGene00015034,29
14671,WBGene00003995,29
3826,WBGene00014096,29
18694,WBGene00007720,29
912,WBGene00077576,29
18272,WBGene00008458,29
2731,WBGene00008991,29
3224,WBGene00011412,29
18067,WBGene00021736,29
14790,WBGene00044272,29
5085,WBGene00021131,29
