,Gene,Count
14255,WBGene00003845,8
14257,WBGene00021368,8
10945,WBGene00005586,8
11141,WBGene00020747,8
9112,WBGene00008615,8
13812,WBGene00044030,8
12100,WBGene00008965,8
9559,WBGene00012633,8
14400,WBGene00010982,8
12640,WBGene00010698,8
14266,WBGene00009935,8
11612,WBGene00017009,8
10281,WBGene00019934,8
9111,WBGene00012833,8
12636,WBGene00001362,8
13146,WBGene00011166,8
13144,WBGene00000682,8
11120,WBGene00019919,8
10978,WBGene00001818,8
11641,WBGene00019104,8
10571,WBGene00016919,8
10257,WBGene00022641,8
10393,WBGene00022062,8
12703,WBGene00007166,8
10601,WBGene00008809,8
14289,WBGene00001311,8
14244,WBGene00019428,8
11632,WBGene00012091,8
13982,WBGene00006684,8
10064,WBGene00005392,8
14537,WBGene00008746,8
14287,WBGene00019514,8
13072,WBGene00008365,8
12073,WBGene00010512,8
10391,WBGene00017254,8
10130,WBGene00009418,8
16350,WBGene00195024,7
11862,WBGene00017720,7
9308,WBGene00001961,7
9768,WBGene00008816,7
20044,WBGene00269421,7
18325,WBGene00022647,7
9786,WBGene00021717,7
8547,WBGene00219271,7
13936,WBGene00015996,7
10462,WBGene00006399,7
8488,WBGene00016974,7
11976,WBGene00007716,7
18248,WBGene00044574,7
16357,WBGene00235163,7
16344,WBGene00195023,7
16269,WBGene00009720,7
11867,WBGene00020971,7
19995,WBGene00044433,7
16171,WBGene00011996,7
6786,WBGene00045415,7
19984,WBGene00023139,7
8578,WBGene00045273,7
18267,WBGene00017392,7
20031,WBGene00019945,7
20020,WBGene00077594,7
14028,WBGene00006748,7
11884,WBGene00045183,7
6865,WBGene00206519,7
23007,WBGene00049045,7
11946,WBGene00007946,7
16229,WBGene00001789,7
8572,WBGene00044920,7
13968,WBGene00044767,7
9326,WBGene00008619,7
19953,WBGene00023063,7
260,WBGene00003591,7
8583,WBGene00011168,7
19962,WBGene00023169,7
8581,WBGene00044410,7
19959,WBGene00023173,7
19954,WBGene00022953,7
16289,WBGene00006309,7
6798,WBGene00010686,7
16286,WBGene00020469,7
8519,WBGene00189956,7
19943,WBGene00023128,7
20002,WBGene00000072,7
19973,WBGene00014405,7
8561,WBGene00003699,7
13972,WBGene00008031,7
16321,WBGene00201351,7
9781,WBGene00008786,7
11882,WBGene00013397,7
6854,WBGene00044238,7
13957,WBGene00017424,7
14022,WBGene00010189,7
256,WBGene00020458,7
11909,WBGene00021478,7
20005,WBGene00012165,7
18303,WBGene00004860,7
16201,WBGene00001450,7
14084,WBGene00012039,7
11033,WBGene00019933,7
14085,WBGene00044533,7
15897,WBGene00005160,7
8734,WBGene00015242,7
11598,WBGene00006159,7
15881,WBGene00001445,7
18578,WBGene00016033,7
19670,WBGene00044640,7
15877,WBGene00008152,7
18581,WBGene00017795,7
15874,WBGene00013794,7
6598,WBGene00008014,7
11592,WBGene00010799,7
14284,WBGene00022811,7
6590,WBGene00014161,7
10603,WBGene00012426,7
11575,WBGene00016255,7
25185,WBGene00167323,7
14271,WBGene00016248,7
10581,WBGene00015316,7
11571,WBGene00006009,7
6614,WBGene00020983,7
6647,WBGene00011443,7
8696,WBGene00008702,7
8703,WBGene00007723,7
14220,WBGene00001528,7
14221,WBGene00010313,7
14224,WBGene00015957,7
25256,WBGene00170296,7
11646,WBGene00020240,7
6629,WBGene00019482,7
8710,WBGene00009195,7
14234,WBGene00045331,7
15931,WBGene00013705,7
15917,WBGene00007729,7
10579,WBGene00009229,7
10580,WBGene00013635,7
14291,WBGene00019235,7
14294,WBGene00015918,7
14209,WBGene00011402,7
15787,WBGene00012075,7
9251,WBGene00050878,7
11542,WBGene00021030,7
25064,WBGene00022582,7
9861,WBGene00009760,7
8777,WBGene00012454,7
19612,WBGene00018723,7
8785,WBGene00010932,7
6547,WBGene00019533,7
15759,WBGene00013120,7
18667,WBGene00011723,7
14345,WBGene00045494,7
24996,WBGene00008355,7
8793,WBGene00009566,7
24994,WBGene00045048,7
14348,WBGene00006678,7
10636,WBGene00010662,7
11544,WBGene00016284,7
6583,WBGene00011427,7
10628,WBGene00009422,7
11568,WBGene00077546,7
19651,WBGene00007481,7
15831,WBGene00020400,7
10615,WBGene00017707,7
11560,WBGene00013555,7
15819,WBGene00010446,7
8759,WBGene00011852,7
19635,WBGene00044526,7
25138,WBGene00007997,7
19632,WBGene00011718,7
11552,WBGene00021594,7
14325,WBGene00010973,7
667,WBGene00015398,7
8769,WBGene00005397,7
15796,WBGene00017603,7
9273,WBGene00020227,7
9274,WBGene00000015,7
18337,WBGene00194926,7
9295,WBGene00010171,7
19857,WBGene00195016,7
9294,WBGene00015774,7
9817,WBGene00019438,7
18393,WBGene00014678,7
11791,WBGene00012906,7
19814,WBGene00206529,7
16095,WBGene00008465,7
14138,WBGene00012661,7
10505,WBGene00005355,7
6720,WBGene00045356,7
19808,WBGene00194957,7
19807,WBGene00194850,7
19805,WBGene00194733,7
10509,WBGene00014180,7
6715,WBGene00021999,7
6747,WBGene00009520,7
16126,WBGene00018027,7
8653,WBGene00005414,7
14122,WBGene00009088,7
6773,WBGene00022189,7
6768,WBGene00016017,7
16160,WBGene00015053,7
14096,WBGene00009619,7
6764,WBGene00018169,7
9810,WBGene00007662,7
16144,WBGene00000721,7
14107,WBGene00010108,7
16140,WBGene00012883,7
18364,WBGene00045104,7
8631,WBGene00011772,7
12862,WBGene00020795,7
9299,WBGene00006895,7
9812,WBGene00044908,7
9297,WBGene00005573,7
8651,WBGene00008984,7
16079,WBGene00017718,7
10559,WBGene00018651,7
18456,WBGene00018153,7
10537,WBGene00000484,7
10542,WBGene00005430,7
18462,WBGene00195150,7
8682,WBGene00008009,7
447,WBGene00020522,7
11710,WBGene00019925,7
10550,WBGene00019928,7
16007,WBGene00045242,7
14194,WBGene00011403,7
15994,WBGene00020582,7
18489,WBGene00006365,7
15991,WBGene00016673,7
8690,WBGene00045381,7
18497,WBGene00077537,7
19739,WBGene00045169,7
11731,WBGene00005608,7
16033,WBGene00006881,7
16078,WBGene00016433,7
16036,WBGene00006237,7
287,WBGene00010960,7
6707,WBGene00005582,7
10517,WBGene00017255,7
16066,WBGene00003033,7
6701,WBGene00018042,7
10443,WBGene00020850,7
8663,WBGene00009197,7
10080,WBGene00017497,7
11757,WBGene00022303,7
10529,WBGene00044366,7
14164,WBGene00044394,7
9284,WBGene00009756,7
6685,WBGene00007229,7
11735,WBGene00044694,7
16037,WBGene00018899,7
18190,WBGene00269346,7
13734,WBGene00006655,7
8473,WBGene00022574,7
10327,WBGene00018618,7
12587,WBGene00005681,7
7490,WBGene00012588,7
7488,WBGene00017868,7
9542,WBGene00009522,7
7972,WBGene00018462,7
21001,WBGene00000272,7
7984,WBGene00044797,7
7464,WBGene00006637,7
9766,WBGene00016302,7
13218,WBGene00001121,7
7988,WBGene00044774,7
9664,WBGene00005896,7
10110,WBGene00021041,7
20975,WBGene00014084,7
20972,WBGene00219548,7
13236,WBGene00044289,7
7499,WBGene00022325,7
7957,WBGene00009929,7
9548,WBGene00009999,7
12594,WBGene00011797,7
21920,WBGene00018162,7
10315,WBGene00008787,7
7542,WBGene00008970,7
13124,WBGene00006782,7
17090,WBGene00015182,7
7935,WBGene00022242,7
13147,WBGene00017577,7
17072,WBGene00009676,7
10319,WBGene00015439,7
9553,WBGene00044543,7
7515,WBGene00020849,7
7514,WBGene00017243,7
17060,WBGene00235279,7
21060,WBGene00020694,7
7504,WBGene00007495,7
12548,WBGene00007423,7
20971,WBGene00219959,7
13249,WBGene00022845,7
13325,WBGene00012340,7
20945,WBGene00194714,7
8050,WBGene00012669,7
20938,WBGene00018917,7
13335,WBGene00008553,7
22214,WBGene00013636,7
20925,WBGene00235389,7
16896,WBGene00012921,7
7360,WBGene00007420,7
7358,WBGene00001108,7
8063,WBGene00017865,7
12465,WBGene00021120,7
16875,WBGene00016504,7
13371,WBGene00005060,7
13372,WBGene00022506,7
13374,WBGene00008269,7
7380,WBGene00007755,7
12497,WBGene00017489,7
7423,WBGene00012399,7
9511,WBGene00007161,7
7422,WBGene00018600,7
9668,WBGene00018093,7
13278,WBGene00004899,7
13279,WBGene00007866,7
13282,WBGene00001643,7
13287,WBGene00044788,7
12513,WBGene00001783,7
8033,WBGene00019115,7
9518,WBGene00008066,7
13297,WBGene00017783,7
7396,WBGene00001990,7
8041,WBGene00006318,7
13310,WBGene00019764,7
16929,WBGene00219274,7
13311,WBGene00017879,7
13116,WBGene00009395,7
7925,WBGene00003543,7
12656,WBGene00000953,7
12904,WBGene00013797,7
17286,WBGene00195209,7
12809,WBGene00019687,7
17394,WBGene00219343,7
9593,WBGene00016572,7
12926,WBGene00019516,7
9592,WBGene00077663,7
12798,WBGene00009972,7
12943,WBGene00009833,7
12951,WBGene00007511,7
12789,WBGene00018142,7
7722,WBGene00016626,7
17252,WBGene00019294,7
12787,WBGene00012181,7
12784,WBGene00001698,7
12971,WBGene00045340,7
7748,WBGene00012589,7
7807,WBGene00016738,7
7694,WBGene00010239,7
7749,WBGene00022330,7
7782,WBGene00001953,7
17350,WBGene00206354,7
17320,WBGene00015621,7
12885,WBGene00020594,7
7792,WBGene00020323,7
17312,WBGene00017048,7
7764,WBGene00018517,7
12892,WBGene00002242,7
9609,WBGene00021917,7
12894,WBGene00011879,7
7797,WBGene00014074,7
7801,WBGene00017427,7
21477,WBGene00046588,7
7804,WBGene00016310,7
12818,WBGene00020746,7
7842,WBGene00013848,7
12763,WBGene00009475,7
13108,WBGene00000986,7
7600,WBGene00045414,7
13061,WBGene00020851,7
12678,WBGene00019736,7
13067,WBGene00009303,7
7590,WBGene00014755,7
7899,WBGene00017151,7
7586,WBGene00011317,7
17135,WBGene00017446,7
7577,WBGene00009965,7
7574,WBGene00017861,7
13093,WBGene00011167,7
10311,WBGene00016297,7
13102,WBGene00008843,7
17117,WBGene00012168,7
21164,WBGene00003176,7
7915,WBGene00004950,7
17149,WBGene00013920,7
7612,WBGene00044283,7
7684,WBGene00000435,7
7624,WBGene00016795,7
12755,WBGene00003657,7
9578,WBGene00013749,7
7857,WBGene00015337,7
9576,WBGene00018495,7
9575,WBGene00009608,7
13001,WBGene00010144,7
12743,WBGene00005942,7
7666,WBGene00010256,7
13017,WBGene00010270,7
9641,WBGene00012313,7
7873,WBGene00000054,7
17178,WBGene00003683,7
7633,WBGene00015395,7
12715,WBGene00000539,7
7628,WBGene00020689,7
9494,WBGene00012311,7
13383,WBGene00005269,7
8082,WBGene00021517,7
8354,WBGene00001453,7
13764,WBGene00017779,7
12132,WBGene00013277,7
7015,WBGene00005703,7
8368,WBGene00016768,7
12124,WBGene00001762,7
7008,WBGene00017540,7
9751,WBGene00016050,7
16504,WBGene00003723,7
12111,WBGene00008203,7
16501,WBGene00003646,7
10103,WBGene00001133,7
6989,WBGene00010432,7
9382,WBGene00013182,7
12101,WBGene00022874,7
13810,WBGene00015080,7
13760,WBGene00006743,7
8353,WBGene00017510,7
10374,WBGene00013912,7
13754,WBGene00006680,7
12192,WBGene00019178,7
20316,WBGene00189944,7
16577,WBGene00009636,7
13718,WBGene00014081,7
12164,WBGene00015570,7
13724,WBGene00009391,7
16561,WBGene00008588,7
12155,WBGene00006190,7
8339,WBGene00003843,7
24979,WBGene00003725,7
12146,WBGene00044661,7
13739,WBGene00011069,7
13749,WBGene00020888,7
8350,WBGene00004363,7
20193,WBGene00044809,7
20122,WBGene00021225,7
10377,WBGene00013648,7
17989,WBGene00022664,7
8450,WBGene00013784,7
9368,WBGene00005823,7
13874,WBGene00019721,7
10419,WBGene00009728,7
12019,WBGene00017090,7
6912,WBGene00011021,7
18165,WBGene00014641,7
8457,WBGene00012418,7
12010,WBGene00004255,7
13881,WBGene00044803,7
9361,WBGene00018454,7
8462,WBGene00194663,7
9358,WBGene00020406,7
16378,WBGene00269384,7
13889,WBGene00001185,7
11999,WBGene00006193,7
13871,WBGene00011228,7
10412,WBGene00008992,7
6966,WBGene00011372,7
12038,WBGene00019123,7
13839,WBGene00008792,7
6962,WBGene00009904,7
20109,WBGene00009960,7
13851,WBGene00008589,7
13854,WBGene00044511,7
13856,WBGene00006146,7
6951,WBGene00015202,7
20098,WBGene00007902,7
6938,WBGene00044783,7
10403,WBGene00017209,7
16427,WBGene00023123,7
20090,WBGene00000092,7
20089,WBGene00018717,7
20088,WBGene00017010,7
16417,WBGene00022899,7
12196,WBGene00019688,7
20335,WBGene00023395,7
8083,WBGene00016428,7
12396,WBGene00044150,7
12386,WBGene00006559,7
13466,WBGene00019961,7
7260,WBGene00012278,7
8122,WBGene00003693,7
12381,WBGene00005949,7
12376,WBGene00010632,7
12374,WBGene00044014,7
12371,WBGene00019471,7
9471,WBGene00044183,7
12367,WBGene00007083,7
7247,WBGene00017466,7
9708,WBGene00016049,7
8143,WBGene00010958,7
12348,WBGene00011373,7
7229,WBGene00001052,7
13457,WBGene00001442,7
12397,WBGene00001782,7
12337,WBGene00013117,7
13445,WBGene00013089,7
12427,WBGene00005925,7
12426,WBGene00044776,7
20850,WBGene00050883,7
9488,WBGene00021438,7
13396,WBGene00010237,7
12421,WBGene00020873,7
12418,WBGene00008280,7
9487,WBGene00012521,7
16834,WBGene00006220,7
8097,WBGene00008737,7
12412,WBGene00017051,7
7297,WBGene00019171,7
13423,WBGene00021620,7
9483,WBGene00010166,7
7288,WBGene00016870,7
7222,WBGene00017634,7
9459,WBGene00012065,7
12205,WBGene00001769,7
7157,WBGene00019549,7
9726,WBGene00010577,7
20503,WBGene00077664,7
8230,WBGene00019176,7
13612,WBGene00044383,7
9436,WBGene00004275,7
12246,WBGene00005110,7
13626,WBGene00013054,7
9429,WBGene00005427,7
8254,WBGene00010567,7
7120,WBGene00007370,7
7118,WBGene00044382,7
16631,WBGene00013522,7
7112,WBGene00018748,7
13661,WBGene00017680,7
13665,WBGene00045393,7
12257,WBGene00008830,7
8215,WBGene00016368,7
12326,WBGene00003000,7
12286,WBGene00011340,7
12319,WBGene00010792,7
7196,WBGene00005408,7
9455,WBGene00044058,7
13531,WBGene00018049,7
13532,WBGene00016927,7
8171,WBGene00016324,7
7186,WBGene00013975,7
12304,WBGene00044117,7
7183,WBGene00011682,7
12301,WBGene00010886,7
10349,WBGene00018323,7
8189,WBGene00044757,7
8194,WBGene00011337,7
8196,WBGene00018267,7
9443,WBGene00020532,7
15743,WBGene00008599,7
9811,WBGene00022295,7
12867,WBGene00012281,7
24811,WBGene00007356,7
18997,WBGene00219421,7
5724,WBGene00013833,7
9012,WBGene00044376,7
10187,WBGene00015435,7
11451,WBGene00043054,7
10707,WBGene00014196,7
14749,WBGene00005936,7
11218,WBGene00001792,7
9145,WBGene00005398,7
15164,WBGene00015265,7
15053,WBGene00015226,7
9216,WBGene00005351,7
9017,WBGene00012573,7
10046,WBGene00018458,7
24816,WBGene00044004,7
18766,WBGene00014732,7
10277,WBGene00020622,7
24819,WBGene00010200,7
15159,WBGene00010205,7
24287,WBGene00235256,7
14484,WBGene00044542,7
18779,WBGene00018603,7
18993,WBGene00219205,7
8871,WBGene00005494,7
24725,WBGene00010039,7
15518,WBGene00001696,7
8996,WBGene00009856,7
15522,WBGene00017092,7
8999,WBGene00015848,7
18798,WBGene00010115,7
10207,WBGene00010413,7
14495,WBGene00004345,7
9000,WBGene00022558,7
11252,WBGene00015368,7
8885,WBGene00009838,7
24735,WBGene00045338,7
8884,WBGene00005542,7
6104,WBGene00000108,7
15201,WBGene00018236,7
9154,WBGene00018019,7
14725,WBGene00012607,7
15542,WBGene00006600,7
14727,WBGene00011258,7
24290,WBGene00044961,7
15148,WBGene00017436,7
9024,WBGene00008126,7
9125,WBGene00021718,7
14802,WBGene00001552,7
19051,WBGene00044567,7
15099,WBGene00020826,7
9951,WBGene00044363,7
24858,WBGene00011226,7
9037,WBGene00015846,7
14435,WBGene00000006,7
14428,WBGene00017788,7
24494,WBGene00003707,7
5806,WBGene00044221,7
24487,WBGene00017290,7
5815,WBGene00007130,7
10944,WBGene00008484,7
24479,WBGene00194921,7
19573,WBGene00015750,7
10667,WBGene00012914,7
14835,WBGene00020330,7
19075,WBGene00009231,7
14411,WBGene00015361,7
5793,WBGene00077783,7
10907,WBGene00012062,7
24823,WBGene00194855,7
15619,WBGene00017798,7
807,WBGene00007418,7
10881,WBGene00010216,7
5753,WBGene00018650,7
15593,WBGene00021557,7
11199,WBGene00004103,7
19545,WBGene00044903,7
9136,WBGene00005808,7
5760,WBGene00021108,7
9943,WBGene00018231,7
14782,WBGene00019828,7
11478,WBGene00010392,7
14448,WBGene00011593,7
8849,WBGene00008016,7
9130,WBGene00010170,7
10686,WBGene00007456,7
15124,WBGene00011177,7
10904,WBGene00077689,7
18738,WBGene00018407,7
15114,WBGene00013169,7
10857,WBGene00005309,7
24526,WBGene00270290,7
11421,WBGene00021452,7
8937,WBGene00050955,7
15423,WBGene00011083,7
10133,WBGene00005895,7
10236,WBGene00020880,7
8929,WBGene00012304,7
8970,WBGene00015255,7
14565,WBGene00000488,7
6458,WBGene00009032,7
8971,WBGene00015847,7
9192,WBGene00010168,7
6461,WBGene00011136,7
24162,WBGene00011479,7
11393,WBGene00017491,7
11308,WBGene00008216,7
8979,WBGene00022724,7
11394,WBGene00019753,7
24176,WBGene00220015,7
9901,WBGene00015564,7
19469,WBGene00022380,7
10755,WBGene00019067,7
8960,WBGene00050892,7
24143,WBGene00007619,7
14552,WBGene00010058,7
9182,WBGene00013483,7
8948,WBGene00023513,7
6349,WBGene00220130,7
14599,WBGene00006525,7
15383,WBGene00001756,7
1108,WBGene00015964,7
10787,WBGene00017875,7
1082,WBGene00020764,7
8953,WBGene00018447,7
6398,WBGene00199724,7
15372,WBGene00005646,7
6404,WBGene00196500,7
14620,WBGene00001614,7
24133,Suggested Match,7
11368,WBGene00022547,7
6302,WBGene00220011,7
9183,WBGene00008070,7
10794,WBGene00022066,7
6296,WBGene00219734,7
15353,WBGene00013903,7
10014,WBGene00001992,7
15305,WBGene00044582,7
9205,WBGene00005710,7
14669,WBGene00016199,7
9198,WBGene00009616,7
5234,WBGene00021710,7
10008,WBGene00013788,7
15270,WBGene00006712,7
15269,WBGene00001250,7
9921,WBGene00020173,7
10211,WBGene00020879,7
24208,WBGene00255594,7
14680,WBGene00015948,7
6143,WBGene00001106,7
11267,WBGene00021745,7
10747,WBGene00045482,7
11416,WBGene00017465,7
5668,WBGene00194661,7
5682,WBGene00194983,7
10739,WBGene00005953,7
11419,WBGene00009227,7
15240,WBGene00017599,7
10041,WBGene00018617,7
24673,WBGene00008849,7
14667,WBGene00007905,7
14653,WBGene00007361,7
18942,WBGene00219773,7
15464,WBGene00007191,7
10754,WBGene00010087,7
10140,WBGene00017455,7
11289,WBGene00019797,7
14548,WBGene00009480,7
24655,WBGene00000012,7
8902,WBGene00044331,7
18828,WBGene00021220,7
15293,WBGene00008840,7
18827,WBGene00015272,7
15290,WBGene00023425,7
15288,WBGene00008509,7
19482,WBGene00255598,7
10830,WBGene00015113,7
24667,WBGene00011277,7
15283,WBGene00015889,7
9919,WBGene00006289,7
9920,WBGene00045282,7
8982,WBGene00006150,7
14844,WBGene00019601,7
9215,WBGene00022636,7
14846,WBGene00000244,7
19594,WBGene00009107,7
11005,WBGene00012743,7
24932,WBGene00005435,7
9101,WBGene00004812,7
14884,WBGene00000431,7
18698,WBGene00219905,7
10657,WBGene00020291,7
24925,WBGene00011715,7
6532,WBGene00022320,7
24923,WBGene00005394,7
24461,WBGene00000427,7
19588,WBGene00016945,7
9064,WBGene00018378,7
751,WBGene00044247,7
19116,WBGene00015129,7
14394,WBGene00019048,7
9969,WBGene00009409,7
15676,WBGene00045207,7
8818,WBGene00005541,7
8820,WBGene00017223,7
11505,WBGene00008751,7
15671,WBGene00001533,7
10990,WBGene00005884,7
19109,WBGene00021723,7
24901,WBGene00077773,7
24474,WBGene00001463,7
6537,WBGene00019508,7
24939,WBGene00009954,7
756,WBGene00019309,7
8809,WBGene00012682,7
24975,WBGene00018526,7
9087,WBGene00013827,7
24964,WBGene00018560,7
5917,WBGene00019320,7
24963,WBGene00009639,7
724,WBGene00015493,7
19182,WBGene00219306,7
24431,WBGene00013829,7
24429,WBGene00001803,7
19150,WBGene00011106,7
24960,WBGene00006576,7
18679,WBGene00077714,7
9096,WBGene00017105,7
9236,WBGene00020927,7
11063,WBGene00019384,7
24959,WBGene00000032,7
6540,WBGene00044707,7
24958,WBGene00004141,7
11066,WBGene00013541,7
10154,WBGene00018054,7
10652,WBGene00019734,7
14373,WBGene00009625,7
14984,WBGene00010060,7
19201,WBGene00011930,7
24942,WBGene00044498,7
8824,WBGene00012808,7
9906,WBGene00005899,7
6523,WBGene00195051,7
9108,WBGene00022637,7
15045,WBGene00016365,7
6522,WBGene00022725,7
14825,WBGene00006671,6
12808,WBGene00015072,6
24422,WBGene00011678,6
14969,WBGene00001619,6
7744,WBGene00003700,6
11115,WBGene00017036,6
24528,WBGene00013863,6
13638,WBGene00009024,6
8256,WBGene00020692,6
8980,WBGene00012823,6
12911,WBGene00021623,6
9595,WBGene00005589,6
12922,WBGene00005059,6
8250,WBGene00013836,6
12234,WBGene00016849,6
24348,WBGene00050429,6
10214,WBGene00007163,6
14657,WBGene00001951,6
10316,WBGene00012214,6
12243,WBGene00018039,6
7934,WBGene00017894,6
11069,WBGene00012046,6
9434,WBGene00022086,6
14658,WBGene00009358,6
17271,WBGene00194737,6
20486,WBGene00077449,6
13084,WBGene00013454,6
7113,WBGene00022454,6
12670,WBGene00044455,6
12210,WBGene00011960,6
14649,WBGene00000446,6
20334,WBGene00014946,6
12639,WBGene00019233,6
7085,WBGene00009060,6
17982,WBGene00019278,6
20351,WBGene00014692,6
7087,WBGene00000046,6
8297,WBGene00015107,6
7089,WBGene00006531,6
13118,WBGene00000907,6
14913,WBGene00015784,6
11138,WBGene00023520,6
14979,WBGene00006693,6
8291,WBGene00044224,6
9424,WBGene00012820,6
8283,WBGene00018871,6
8282,WBGene00017198,6
10818,WBGene00020063,6
8279,WBGene00016179,6
24425,WBGene00022161,6
7108,WBGene00009969,6
10965,WBGene00021407,6
8271,WBGene00013806,6
11304,WBGene00017722,6
12626,WBGene00044007,6
11075,WBGene00010765,6
9913,WBGene00018624,6
7832,WBGene00013315,6
9451,WBGene00010101,6
12294,WBGene00001447,6
8197,WBGene00206525,6
12958,WBGene00006960,6
8985,WBGene00005350,6
10843,WBGene00018939,6
7176,WBGene00008626,6
17133,WBGene00006641,6
84,WBGene00016032,6
15262,WBGene00007635,6
7942,WBGene00019952,6
9585,WBGene00004160,6
10844,WBGene00013130,6
20585,WBGene00014778,6
10164,WBGene00021911,6
13535,WBGene00012432,6
10845,WBGene00013338,6
10846,WBGene00006080,6
14686,WBGene00023420,6
12316,WBGene00017668,6
12780,WBGene00005300,6
11268,WBGene00006279,6
7206,WBGene00020700,6
8990,WBGene00018821,6
7705,WBGene00016135,6
9444,WBGene00011655,6
13561,WBGene00011009,6
15285,WBGene00011079,6
12788,WBGene00007804,6
12942,WBGene00019281,6
14662,WBGene00005063,6
7823,WBGene00019988,6
9590,WBGene00044370,6
9174,WBGene00010298,6
12260,WBGene00021609,6
9588,WBGene00009523,6
13597,WBGene00044441,6
8223,WBGene00016998,6
7150,WBGene00007962,6
13591,WBGene00012038,6
12267,WBGene00016184,6
13586,WBGene00018829,6
5939,WBGene00007945,6
12622,WBGene00016709,6
12619,WBGene00016973,6
11008,WBGene00017914,6
20539,WBGene00043055,6
12283,WBGene00002150,6
13568,WBGene00020727,6
12285,WBGene00012799,6
14900,WBGene00044166,6
22459,WBGene00173972,6
7721,WBGene00006163,6
9586,WBGene00010954,6
24529,WBGene00235310,6
8312,WBGene00013562,6
8157,WBGene00010873,6
13787,WBGene00045488,6
15375,WBGene00016502,6
14942,WBGene00010255,6
13797,WBGene00005253,6
9387,WBGene00000434,6
17319,WBGene00021942,6
12844,WBGene00015724,6
14843,WBGene00017367,6
15370,WBGene00003544,6
24534,WBGene00011224,6
19082,WBGene00023277,6
13788,WBGene00018278,6
12886,WBGene00006097,6
19418,WBGene00200004,6
19190,WBGene00044409,6
14623,WBGene00008217,6
12123,WBGene00006691,6
19081,WBGene00020020,6
17315,WBGene00009210,6
24136,WBGene00020565,6
12841,WBGene00005951,6
9978,WBGene00017173,6
24140,WBGene00219722,6
14626,WBGene00015535,6
17112,WBGene00022695,6
12840,WBGene00006002,6
8355,WBGene00045404,6
16490,WBGene00003046,6
8391,WBGene00003615,6
12103,WBGene00021159,6
21177,WBGene00009951,6
12072,WBGene00044232,6
19171,WBGene00194934,6
11346,WBGene00010250,6
12858,WBGene00010689,6
8950,WBGene00005505,6
10386,WBGene00016895,6
7785,WBGene00017205,6
6340,WBGene00219721,6
22752,WBGene00046219,6
24356,WBGene00048548,6
14606,WBGene00002089,6
14607,WBGene00010401,6
9377,WBGene00012269,6
13829,WBGene00000633,6
21538,WBGene00048400,6
12091,WBGene00006953,6
20143,WBGene00045164,6
14939,WBGene00006778,6
6981,WBGene00017277,6
12096,WBGene00006241,6
19420,WBGene00199162,6
24540,WBGene00000510,6
20152,WBGene00195896,6
16485,WBGene00002132,6
14613,WBGene00005748,6
24432,WBGene00019880,6
9400,WBGene00022106,6
9607,WBGene00044490,6
19185,WBGene00009067,6
18909,WBGene00001624,6
9610,WBGene00005923,6
11048,WBGene00017611,6
5983,WBGene00006454,6
8329,WBGene00019444,6
9409,WBGene00005847,6
16574,WBGene00009443,6
12167,WBGene00019149,6
7755,WBGene00003745,6
11320,WBGene00016282,6
13091,WBGene00001687,6
10806,WBGene00019975,6
8322,WBGene00004393,6
16583,WBGene00010009,6
7069,WBGene00003740,6
13697,WBGene00015587,6
24161,WBGene00010356,6
14959,WBGene00015720,6
20310,WBGene00007066,6
12186,WBGene00019263,6
10811,WBGene00044659,6
16592,WBGene00010951,6
13686,WBGene00005183,6
24166,WBGene00011404,6
11313,WBGene00044764,6
12157,WBGene00009853,6
19403,WBGene00005792,6
17308,WBGene00011100,6
18031,WBGene00014854,6
7018,WBGene00014047,6
11335,WBGene00005735,6
17110,WBGene00017339,6
21122,WBGene00007502,6
24146,WBGene00219634,6
18670,WBGene00003007,6
10364,WBGene00005747,6
13751,WBGene00043049,6
7761,WBGene00011154,6
9080,WBGene00014236,6
24151,WBGene00020510,6
19184,WBGene00045319,6
12144,WBGene00007154,6
9181,WBGene00013486,6
7033,WBGene00044144,6
15337,WBGene00021621,6
8968,WBGene00005687,6
12152,WBGene00006215,6
9402,WBGene00044563,6
11328,WBGene00010761,6
9740,WBGene00008290,6
8336,WBGene00016215,6
9404,WBGene00011785,6
14636,WBGene00020506,6
9908,WBGene00044246,6
12333,WBGene00019388,6
10849,WBGene00021453,6
5796,WBGene00022411,6
21057,WBGene00044265,6
11156,WBGene00015442,6
5731,WBGene00013831,6
9023,WBGene00077640,6
5743,WBGene00003058,6
16928,WBGene00017692,6
15041,WBGene00009099,6
9039,WBGene00006151,6
10178,WBGene00045474,6
9139,WBGene00008475,6
17182,WBGene00011108,6
15145,WBGene00010120,6
12508,WBGene00044142,6
14772,WBGene00020244,6
16938,WBGene00206373,6
9516,WBGene00010506,6
20955,WBGene00200434,6
8036,WBGene00000171,6
16942,WBGene00007240,6
10880,WBGene00005984,6
11117,WBGene00005381,6
7643,WBGene00012821,6
24471,WBGene00018415,6
9519,WBGene00021615,6
7642,WBGene00010655,6
19226,WBGene00195791,6
7389,WBGene00195073,6
10337,WBGene00003106,6
14776,WBGene00009036,6
12489,WBGene00006212,6
10004,WBGene00015758,6
13344,WBGene00005066,6
14873,WBGene00001710,6
13849,WBGene00005085,6
7661,WBGene00007937,6
14755,WBGene00017022,6
15166,WBGene00008146,6
15165,WBGene00008804,6
21059,WBGene00019395,6
5876,WBGene00013932,6
7659,WBGene00020201,6
19328,WBGene00235361,6
